index,V28,V29,V30,V31,V32,V33,spf_id
9496,0,0,0,1,0,0,66007
7576,0,0,0,1,0,0,930781
924,0,0,0,1,0,0,574984
11839,0,0,0,1,0,0,170682
9554,0,0,0,1,0,0,867147
11029,0,0,0,1,0,0,217333
13737,0,0,0,1,0,0,84003
1553,0,0,0,1,0,0,956011
1795,0,0,0,1,0,0,875685
4495,0,0,0,1,0,0,7307
3298,0,0,0,1,0,0,204680
11631,0,0,0,1,0,0,308384
3916,0,0,0,1,0,0,11123
9935,0,0,0,1,0,0,383536
7035,0,0,0,1,0,0,574331
1957,0,0,0,1,0,0,718477
3344,0,0,0,1,0,0,280794
9308,0,0,0,1,0,0,10347
2863,0,0,0,1,0,0,203576
2080,0,0,0,1,0,0,925724
12478,0,0,0,1,0,0,877887
4916,0,0,0,1,0,0,420832
14067,0,0,0,1,0,0,68682
1614,0,0,0,1,0,0,543952
7615,0,0,0,1,0,0,867176
9460,0,0,0,1,0,0,162492
2369,0,0,0,1,0,0,407428
5836,0,0,0,1,0,0,609839
4921,0,0,0,1,0,0,607571
6915,0,0,0,1,0,0,578140
2166,0,0,0,1,0,0,779910
7962,0,0,0,1,0,0,608348
14767,0,0,0,1,0,0,792404
11744,0,0,0,1,0,0,25966
11590,0,0,0,0,1,0,85521
14509,0,0,0,0,1,0,256990
5685,0,0,0,0,1,0,46737
6852,0,0,0,0,1,0,624136
5129,0,0,0,0,1,0,729164
4352,0,0,0,0,1,0,999024
7552,0,0,0,0,1,0,937432
3764,0,0,0,0,1,0,713993
13106,0,0,0,0,1,0,597931
4036,0,0,0,0,1,0,514608
1291,0,0,0,0,1,0,438157
3220,0,0,0,0,1,0,27806
1663,0,0,0,0,1,0,532162
6099,0,0,0,0,1,0,951519
5256,0,0,0,0,1,0,612547
12934,0,0,0,0,1,0,246976
8451,0,0,0,0,1,0,177773
4623,0,0,0,0,1,0,52330
8445,0,0,0,0,1,0,750594
4563,0,0,0,0,1,0,842575
4766,0,0,0,0,1,0,731035
6427,0,0,0,0,1,0,963842
5889,0,0,0,0,1,0,132222
12949,0,0,0,0,1,0,661860
5615,0,0,0,0,1,0,355205
3997,0,0,0,0,1,0,744112
12673,0,0,0,0,1,0,249078
6884,0,0,0,0,1,0,166711
10341,0,0,0,0,1,0,132020
13660,0,0,0,0,1,0,772604
11699,0,0,0,0,1,0,508499
11504,0,0,0,0,1,0,690074
1403,0,0,0,0,1,0,510624
15539,0,0,0,0,1,0,758978
12466,0,0,0,0,1,0,910998
13595,0,0,0,0,1,0,125439
6751,0,0,0,0,1,0,461328
15159,0,0,0,0,1,0,850619
1264,0,0,0,0,1,0,116998
3506,0,0,0,0,1,0,606216
6556,0,0,0,0,1,0,573875
9351,0,0,0,0,1,0,111879
5747,0,0,0,0,1,0,893930
10956,0,0,0,0,1,0,694732
9452,0,0,0,0,1,0,852274
7245,0,0,0,0,1,0,17635
1275,0,0,0,0,1,0,173457
1196,0,0,0,0,1,0,860958
11044,0,0,0,0,1,0,242351
13614,0,0,0,0,1,0,152912
3570,0,0,0,0,1,0,137226
1137,0,0,0,0,1,0,302118
8668,0,0,0,0,1,0,971550
5131,0,0,0,0,1,0,55932
9194,0,0,0,0,1,0,105317
11939,0,0,0,0,0,1,968182
14480,0,0,0,0,0,1,189682
10625,0,0,0,0,0,1,680321
3089,0,0,0,0,0,1,155846
8068,0,0,0,0,0,1,757445
13347,0,0,0,0,0,1,722683
10813,0,0,0,0,0,1,692875
10873,0,0,0,0,0,1,290838
6856,0,0,0,0,0,1,192550
11536,0,0,0,0,0,1,336448
7921,0,0,0,0,0,1,537233
3564,0,0,0,0,0,1,931960
14698,0,0,0,0,0,1,952796
22,0,0,0,0,0,1,110692
1174,0,0,0,0,0,1,640124
7216,0,0,0,0,0,1,71809
13697,0,0,0,0,0,1,174463
1953,0,0,0,0,0,1,486064
11594,0,0,0,0,0,1,637483
5520,0,0,0,0,0,1,629544
8431,0,0,0,0,0,1,398051
8454,0,0,0,0,0,1,650139
8001,0,0,0,0,0,1,218515
14632,0,0,0,0,0,1,880628
10059,0,0,0,0,0,1,548970
529,0,0,0,0,0,1,593600
5894,0,0,0,0,0,1,847770
10811,0,0,0,0,0,1,673617
8653,0,0,0,0,0,1,753097
8147,0,0,0,0,0,1,366005
2096,0,0,0,0,0,1,368413
10593,0,0,0,0,0,1,674960
9978,0,0,0,0,0,1,729079
6849,0,0,0,0,0,1,933786
13925,0,0,0,0,0,1,642406
3849,0,0,0,0,0,1,991112
168,0,0,0,0,0,1,414426
15260,0,0,0,0,0,1,935928
1171,0,0,0,0,0,1,227448
5997,0,0,0,0,0,1,987901
14656,0,0,0,0,0,1,953774
1118,0,0,0,0,0,1,781344
9098,0,0,0,0,0,1,178183
11736,0,0,0,0,0,1,191465
14242,0,0,0,0,0,1,9744
8628,0,0,0,0,0,1,169849
470,0,0,0,0,0,1,332172
9075,0,0,0,0,0,1,169377
12014,0,0,0,0,0,1,567737
6770,0,0,0,0,0,1,788794
11883,0,0,0,0,0,1,781797
8464,0,0,0,0,0,1,246543
7071,0,0,0,0,0,1,436192
5990,0,0,0,0,0,1,601500
13064,0,0,0,0,0,1,423190
5261,0,0,0,0,0,1,893643
11988,0,0,0,0,0,1,876177
2709,0,0,0,0,0,1,953681
13537,0,0,0,0,0,1,661417
10931,0,0,0,0,0,1,994786
3009,0,0,0,0,0,1,919069
6993,0,0,0,0,0,1,958169
4818,0,0,0,0,0,1,477804
6463,0,0,0,0,0,1,750823
4359,0,0,0,0,0,1,566942
4556,0,0,0,0,0,1,363177
7537,0,0,0,0,0,1,225570
14264,0,0,0,0,0,1,275443
5075,0,0,0,0,0,1,650615
8802,0,0,0,0,0,1,727087
2817,0,0,0,0,0,1,910788
13497,0,0,0,0,0,1,256267
5420,0,0,0,0,0,1,236430
5603,0,0,0,0,0,1,378337
2367,0,0,0,0,0,1,948721
12092,0,0,0,0,0,1,350249
3198,0,0,0,0,0,1,352113
14311,0,0,0,0,0,1,750118
15005,0,0,0,0,0,1,743640
15664,0,0,0,0,0,1,385757
4507,0,0,0,0,0,1,332924
11585,0,0,0,0,0,1,247348
7474,0,0,0,0,0,1,731705
9768,0,0,0,0,0,1,855313
11016,0,0,0,0,0,1,616010
2154,0,0,0,0,0,1,577055
2255,0,0,0,0,0,1,318545
5100,0,0,0,0,0,1,126154
14697,0,0,0,0,0,1,87336
8602,0,0,0,0,0,1,376094
3397,0,0,0,0,0,1,516177
4137,0,0,0,0,0,1,173345
10004,0,0,0,0,0,1,146235
3323,0,0,0,0,0,1,685913
3776,0,0,0,0,0,1,502135
14445,0,0,0,0,0,1,300904
7743,0,0,0,0,0,1,305686
3111,0,0,0,0,0,1,347909
12304,0,0,0,0,0,1,635029
2861,0,0,0,0,0,1,824359
9353,0,0,0,0,0,1,173289
8725,0,0,0,0,0,1,782122
10792,0,0,0,0,0,1,153680
10203,0,0,0,0,0,1,790944
15581,0,0,0,0,0,1,579738
14752,0,0,0,0,0,1,236925
6552,0,0,0,0,0,1,515033
3453,0,0,0,0,0,1,539114
6266,0,0,0,0,0,1,75246
7359,0,0,0,0,0,1,620607
14293,0,0,0,0,0,1,51711
124,0,0,0,0,0,1,561115
15617,0,0,0,0,0,1,599122
9138,0,0,0,0,0,1,49252
15246,0,0,0,0,0,1,628416
4408,0,0,0,0,0,1,500333
14007,0,0,0,0,0,1,946010
5943,0,0,0,0,0,1,637982
8724,0,0,0,0,0,1,97266
6674,0,0,0,0,0,1,690873
3044,0,0,0,0,0,1,1561
4201,0,0,0,0,0,1,167882
4163,0,0,0,0,0,1,489411
438,0,0,0,0,0,1,729417
4533,0,0,0,0,0,1,127997
6925,0,0,0,0,0,1,990437
13124,0,0,0,0,0,1,786497
2075,0,0,0,0,0,1,99244
8868,0,0,0,0,0,1,837573
12562,0,0,0,0,0,1,726461
13432,0,0,0,0,0,1,942895
13499,0,0,0,0,0,1,549308
11799,0,0,0,0,0,1,181271
1238,0,0,0,0,0,1,430360
6048,0,0,0,0,0,1,786566
9457,0,0,0,0,0,1,729306
15567,0,0,0,0,0,1,714503
10088,0,0,0,0,0,1,24906
12809,0,0,0,0,0,1,445903
8595,0,0,0,0,0,1,607106
1967,0,0,0,0,0,1,30209
7715,0,0,0,0,0,1,854170
1771,0,0,0,0,0,1,460399
2710,0,0,0,0,0,1,34276
11431,0,0,0,0,0,1,440692
2278,0,0,0,0,0,1,699857
12825,0,0,0,0,0,1,753482
3543,0,0,0,0,0,1,390418
4240,0,0,0,0,0,1,788991
1813,0,0,0,0,0,1,413870
11091,0,0,0,0,0,1,15090
4420,0,0,0,0,0,1,297791
14311,0,0,0,0,0,1,481260
9493,0,0,0,0,0,1,129863
666,0,0,0,0,0,1,670567
4769,0,0,0,0,0,1,561014
3403,0,0,0,0,0,1,419468
5665,0,0,0,0,0,1,381313
8601,0,0,0,0,0,1,818215
1090,0,0,0,0,0,1,760857
10736,0,0,0,0,0,1,753445
14522,0,0,0,0,0,1,337986
14615,0,0,0,0,0,1,394193
83,0,0,0,0,0,1,492763
7763,0,0,0,0,0,1,853750
4075,0,0,0,0,0,1,552453
15473,0,0,0,0,0,1,167787
2431,0,0,0,0,0,1,51843
14719,0,0,0,0,0,1,424029
8739,0,0,0,0,0,1,51064
2838,0,0,0,0,0,1,46580
8007,0,0,0,0,0,1,883478
14971,0,0,0,0,0,1,671756
8673,0,0,0,0,0,1,537677
4029,0,0,0,0,0,1,151201
973,0,0,0,0,0,1,918224
14139,0,0,0,0,0,1,31859
12918,0,0,0,0,0,1,43037
824,0,0,0,0,0,1,600674
452,0,0,0,0,0,1,521224
2672,0,0,0,0,0,1,893309
5055,0,0,0,0,0,1,149123
5441,0,0,0,0,0,1,192264
8129,0,0,0,0,0,1,237380
5447,0,0,0,0,0,1,941479
4674,0,0,0,0,0,1,190200
10317,0,0,0,0,0,1,102218
11010,0,0,0,0,0,1,503278
13351,0,0,0,0,0,1,536660
14292,0,0,0,0,0,1,554648
7208,0,0,0,0,0,1,277070
7106,0,0,0,0,0,1,462822
1030,0,0,0,0,0,1,484502
13859,0,0,0,0,0,1,420101
7818,0,0,0,0,0,1,51700
9373,0,0,0,0,0,1,367176
11590,0,0,0,0,0,1,18186
1015,0,0,0,0,0,1,31133
601,0,0,0,0,0,1,408259
7395,0,0,0,0,0,1,455081
14429,0,0,0,0,0,1,323807
11846,0,0,0,0,0,1,445015
7676,0,0,0,0,0,1,485112
3939,0,0,0,0,0,1,523886
12205,0,0,0,0,0,1,185253
1928,0,0,0,0,0,1,236481
13522,0,0,0,0,0,1,264948
13729,0,0,0,0,0,1,199266
15613,0,0,0,0,0,1,215789
7648,0,0,0,0,0,1,552980
14577,0,0,0,0,0,1,440922
801,0,0,0,0,0,1,195681
6994,0,0,0,0,0,1,236677
3201,0,0,0,0,0,1,719345
8494,0,0,0,0,0,1,365889
324,0,0,0,0,0,1,819600
11985,0,0,0,0,0,1,591658
13589,0,0,0,0,0,1,296496
6076,0,0,0,0,0,1,913788
13015,0,0,0,0,0,1,756906
1470,0,0,0,0,0,1,475465
12663,0,0,0,0,0,1,463027
10787,0,0,0,0,0,1,724331
2841,0,0,0,0,0,1,23878
2767,0,0,0,0,0,1,199935
15158,0,0,0,0,0,1,975246
14792,0,0,0,0,0,1,623121
7524,0,0,0,0,0,1,966470
15060,0,0,0,0,0,1,370095
12108,0,0,0,0,0,1,69767
15134,0,0,0,0,0,1,243647
6033,0,0,0,0,0,1,655039
15442,0,0,0,0,0,1,639510
10467,0,0,0,0,0,1,977443
8776,0,0,0,0,0,1,430523
9710,0,0,0,0,0,1,985291
4368,0,0,0,0,0,1,87981
12298,0,0,0,0,0,1,609937
11120,0,0,0,0,0,1,20774
1700,0,0,0,0,0,1,57181
4459,0,0,0,0,0,1,888262
13013,0,0,0,0,0,1,420181
14755,0,0,0,0,0,1,372490
8541,0,0,0,0,0,1,590606
8571,0,0,0,0,0,1,391077
3398,0,0,0,0,0,1,179371
11910,0,0,0,0,0,1,963026
1757,0,0,0,0,0,1,948890
10148,0,0,0,0,0,1,91009
2908,0,0,0,0,0,1,285941
1727,0,0,0,0,0,1,487750
10654,0,0,0,0,0,1,441025
1047,0,0,0,0,0,1,40514
12104,0,0,0,0,0,1,230331
14308,0,0,0,0,0,1,337406
1039,0,0,0,0,0,1,429753
3004,0,0,0,0,0,1,560942
5968,0,0,0,0,0,1,213020
5191,0,0,0,0,0,1,655896
13506,0,0,0,0,0,1,74289
14844,0,0,0,0,0,1,473671
5965,0,0,0,0,0,1,177130
13590,0,0,0,0,0,1,686754
7424,0,0,0,0,0,1,825238
2992,0,0,0,0,0,1,198743
14248,0,0,0,0,0,1,804456
8987,0,0,0,0,0,1,76138
6122,0,0,0,0,0,1,854461
2275,0,0,0,0,0,1,219255
5174,0,0,0,0,0,1,398080
5409,0,0,0,0,0,1,551134
15049,0,0,0,0,0,1,489251
3305,0,0,0,0,0,1,71407
8531,0,0,0,0,0,1,611566
13764,0,0,0,0,0,1,223683
6486,0,0,0,0,0,1,39015
126,0,0,0,0,0,1,152307
7613,0,0,0,0,0,1,527275
11530,0,0,0,0,0,1,705280
1668,0,0,0,0,0,1,886719
14803,0,0,0,0,0,1,751026
7247,0,0,0,0,0,1,426456
14832,0,0,0,0,0,1,560568
2129,0,0,0,0,0,1,661163
15252,0,0,0,0,0,1,234951
13424,0,0,0,0,0,1,647760
1458,0,0,0,0,0,1,768290
9140,0,0,0,0,0,1,396588
4195,0,0,0,0,0,1,334978
8688,0,0,0,0,0,1,911476
13792,0,0,0,0,0,1,598221
11457,0,0,0,0,0,1,528206
14433,0,0,0,0,0,1,10462
10457,0,0,0,0,0,1,471919
13977,0,0,0,0,0,1,926502
2831,0,0,0,0,0,1,470629
12178,0,0,0,0,0,1,88032
807,0,0,0,0,0,1,823533
15617,0,0,0,0,0,1,80710
14027,0,0,0,0,0,1,626709
6077,0,0,0,0,0,1,737750
1662,0,0,0,0,0,1,959941
7244,0,0,0,0,0,1,12055
6394,0,0,0,0,0,1,542732
3571,0,0,0,0,0,1,471397
15194,0,0,0,0,0,1,833533
3061,0,0,0,0,0,1,608718
12035,0,0,0,0,0,1,887777
8088,0,0,0,0,0,1,530930
8466,0,0,0,0,0,1,986394
2531,0,0,0,0,0,1,4383
6172,0,0,0,0,0,1,950841
6025,0,0,0,0,0,1,675211
8118,0,0,0,0,0,1,303616
7050,0,0,0,0,0,1,759695
12733,0,0,0,0,0,1,149260
11974,0,0,0,0,0,1,803739
346,0,0,0,0,0,1,798780
1345,0,0,0,0,0,1,316612
11265,0,0,0,0,0,1,300032
3066,0,0,0,0,0,1,963375
2449,0,0,0,0,0,1,165178
3953,0,0,0,0,0,1,31144
13378,0,0,0,0,0,1,396834
3335,0,0,0,0,0,1,176867
15343,0,0,0,0,0,1,580556
11636,0,0,0,0,0,1,562701
14426,0,0,0,0,0,1,521874
3292,0,0,0,0,0,1,97433
4962,0,0,0,0,0,1,49790
10721,0,0,0,0,0,1,609121
6861,0,0,0,0,0,1,314385
11367,0,0,0,0,0,1,868075
1574,0,0,0,0,0,1,724065
6104,0,0,0,0,0,1,778247
1326,0,0,0,0,0,1,374708
3052,0,0,0,0,0,1,194201
11694,0,0,0,0,0,1,359285
4962,0,0,0,0,0,1,495488
3775,0,0,0,0,0,1,67691
1688,0,0,0,0,0,1,447200
12289,0,0,0,0,0,1,614590
5619,0,0,0,0,0,1,65630
13119,0,0,0,0,0,1,886635
668,0,0,0,0,0,1,469459
1154,0,0,0,0,0,1,733839
12364,0,0,0,0,0,1,176555
2914,0,0,0,0,0,1,634696
9060,0,0,0,0,0,1,113013
11667,0,0,0,0,0,1,947142
11711,0,0,0,0,0,1,29448
4614,0,0,0,0,0,1,588764
7217,0,0,0,0,0,1,628940
13975,0,0,0,0,0,1,518309
1621,0,0,0,0,0,1,241141
12912,0,0,0,0,0,1,203817
5057,0,0,0,0,0,1,645190
13703,0,0,0,0,0,1,17896
9154,0,0,0,0,0,1,76275
9257,0,0,0,0,0,1,125806
2632,0,0,0,0,0,1,192370
13041,0,0,0,0,0,1,815387
9356,0,0,0,0,0,1,228249
3876,0,0,0,0,0,1,718426
7440,0,0,0,0,0,1,932818
1165,0,0,0,0,0,1,916567
5814,0,0,0,0,0,1,649540
12817,0,0,0,0,0,1,931696
4259,0,0,0,0,0,1,305844
1455,0,0,0,0,0,1,192945
7440,0,0,0,0,0,1,751675
3193,0,0,0,0,0,1,123861
3682,0,0,0,0,0,1,59510
5411,0,0,0,0,0,1,945203
11771,0,0,0,0,0,1,818484
14060,0,0,0,0,0,1,817030
2161,0,0,0,0,0,1,546945
5781,0,0,0,0,0,1,970187
9080,0,0,0,0,0,1,685037
15545,0,0,0,0,0,1,878907
867,0,0,0,0,0,1,94637
9462,0,0,0,0,0,1,713559
15477,0,0,0,0,0,1,932564
4753,0,0,0,0,0,1,24550
4066,0,0,0,0,0,1,12213
6943,0,0,0,0,0,1,296550
12572,0,0,0,0,0,1,919840
2790,0,0,0,0,0,1,155443
4378,0,0,0,0,0,1,361251
5339,0,0,0,0,0,1,433462
13720,0,0,0,0,0,1,511108
13426,0,0,0,0,0,1,662636
11116,0,0,0,0,0,1,941763
7605,0,0,0,0,0,1,838314
15451,0,0,0,0,0,1,832202
9409,0,0,0,0,0,1,875016
14721,0,0,0,0,0,1,839649
2962,0,0,0,0,0,1,645625
2058,0,0,0,0,0,1,290066
2303,0,0,0,0,0,1,576054
11,0,0,0,0,0,1,60589
7545,0,0,0,0,0,1,531678
9929,0,0,0,0,0,0,865771
10986,0,0,0,0,0,0,287330
10029,0,0,0,0,0,0,939492
5206,0,0,0,0,0,0,297269
7543,0,0,0,0,0,0,601978
9005,0,0,0,0,0,0,678903
4403,0,0,0,0,0,0,907989
14664,0,0,0,0,0,0,921004
10438,0,0,0,0,0,0,40251
12937,0,0,0,0,0,0,430299
12739,0,0,0,0,0,0,98707
7834,0,0,0,0,0,0,655251
6767,0,0,0,0,0,0,571633
6319,0,0,0,0,0,0,482958
735,0,0,0,0,0,0,449393
953,0,0,0,0,0,0,270575
5862,0,0,0,0,0,0,233278
11937,0,0,0,0,0,0,860369
467,0,0,0,0,0,0,767673
9373,0,0,0,0,0,0,453751
5692,0,0,0,0,0,0,565208
1438,0,0,0,0,0,0,641191
8579,0,0,0,0,0,0,11340
3599,0,0,0,0,0,0,484196
10864,0,0,0,0,0,0,149442
3166,0,0,0,0,0,0,186220
2861,0,0,0,0,0,0,684417
867,0,0,0,0,0,0,987229
8977,0,0,0,0,0,0,510140
1649,0,0,0,0,0,0,619374
6404,0,0,0,0,0,0,555183
6544,0,0,0,0,0,0,45670
12998,0,0,0,0,0,0,694956
14248,0,0,0,0,0,0,109076
7746,0,0,0,0,0,0,404502
3190,0,0,0,0,0,0,389768
932,0,0,0,0,0,0,26630
13011,0,0,0,0,0,0,897658
2,0,0,0,0,0,0,607450
8783,0,0,0,0,0,0,818420
1273,0,0,0,0,0,0,886750
7861,0,0,0,0,0,0,612569
8582,0,0,0,0,0,0,51871
10740,0,0,0,0,0,0,607842
4264,0,0,0,0,0,0,991305
8382,0,0,0,0,0,0,661350
12158,0,0,0,0,0,0,519949
11400,0,0,0,0,0,0,251733
12251,0,0,0,0,0,0,760111
9525,0,0,0,0,0,0,961998
5616,0,0,0,0,0,0,335900
1211,0,0,0,0,0,0,221505
5522,0,0,0,0,0,0,783382
5857,0,0,0,0,0,0,354328
9745,0,0,0,0,0,0,461681
2903,0,0,0,0,0,0,932935
9918,0,0,0,0,0,0,225009
11739,0,0,0,0,0,0,697651
12090,0,0,0,0,0,0,538699
4969,0,0,0,0,0,0,239823
11575,0,0,0,0,0,0,250288
13005,0,0,0,0,0,0,9979
3098,0,0,0,0,0,0,296940
15096,0,0,0,0,0,0,779162
15549,0,0,0,0,0,0,973519
6336,0,0,0,0,0,0,789646
1245,0,0,0,0,0,0,465194
6069,0,0,0,0,0,0,270850
15656,0,0,0,0,0,0,509208
223,0,0,0,0,0,0,533167
12946,0,0,0,0,0,0,292303
946,0,0,0,0,0,0,602101
9435,0,0,0,0,0,0,868481
7927,0,0,0,0,0,0,170088
1417,0,0,0,0,0,0,802506
8096,0,0,0,0,0,0,867145
8439,0,0,0,0,0,0,239521
14119,0,0,0,0,0,0,826146
2781,0,0,0,0,0,0,684725
3348,0,0,0,0,0,0,61988
5193,0,0,0,0,0,0,131766
14347,0,0,0,0,0,0,523060
12456,0,0,0,0,0,0,334178
12266,0,0,0,0,0,0,143392
12990,0,0,0,0,0,0,497899
13451,0,0,0,0,0,0,2750
6309,0,0,0,0,0,0,578633
13389,0,0,0,0,0,0,383605
6667,0,0,0,0,0,0,528628
15575,0,0,0,0,0,0,61415
7912,0,0,0,0,0,0,237929
12809,0,0,0,0,0,0,813233
15294,0,0,0,0,0,0,792470
4181,0,0,0,0,0,0,196775
10705,0,0,0,0,0,0,218921
4074,0,0,0,0,0,0,372258
9733,0,0,0,0,0,0,943759
13650,0,0,0,0,0,0,518201
981,0,0,0,0,0,0,216575
2775,0,0,0,0,0,0,930582
10151,0,0,0,0,0,0,603579
7562,0,0,0,0,0,0,218133
6767,0,0,0,0,0,0,310701
6597,0,0,0,0,0,0,225992
14351,0,0,0,0,0,0,872891
11738,0,0,0,0,0,0,344448
7293,0,0,0,0,0,0,204330
3698,0,0,0,0,0,0,941449
13653,0,0,0,0,0,0,428598
3002,0,0,0,0,0,0,715563
3138,0,0,0,0,0,0,29296
152,0,0,0,0,0,0,908493
2297,0,0,0,0,0,0,401687
5073,0,0,0,0,0,0,267469
2018,0,0,0,0,0,0,511916
12255,0,0,0,0,0,0,132323
11089,0,0,0,0,0,0,929426
15313,0,0,0,0,0,0,828164
369,0,0,0,0,0,0,243938
2082,0,0,0,0,0,0,914544
12283,0,0,0,0,0,0,928820
3332,0,0,0,0,0,0,485691
5346,0,0,0,0,0,0,447667
8833,0,0,0,0,0,0,149237
6019,0,0,0,0,0,0,769204
4921,0,0,0,0,0,0,207014
14895,0,0,0,0,0,0,737527
8900,0,0,0,0,0,0,919617
4249,0,0,0,0,0,0,209222
9320,0,0,0,0,0,0,816699
6941,0,0,0,0,0,0,708384
14102,0,0,0,0,0,0,566090
3162,0,0,0,0,0,0,495115
13283,0,0,0,0,0,0,821224
5756,0,0,0,0,0,0,243453
11327,0,0,0,0,0,0,13727
7221,0,0,0,0,0,0,558856
10714,0,0,0,0,0,0,251300
7355,0,0,0,0,0,0,616101
4426,0,0,0,0,0,0,22405
9758,0,0,0,0,0,0,953430
4645,0,0,0,0,0,0,461067
1836,0,0,0,0,0,0,558634
2307,0,0,0,0,0,0,223204
6060,0,0,0,0,0,0,152475
8283,0,0,0,0,0,0,502930
5526,0,0,0,0,0,0,735374
7912,0,0,0,0,0,0,379817
11694,0,0,0,0,0,0,761236
13747,0,0,0,0,0,0,319935
4903,0,0,0,0,0,0,340889
11248,0,0,0,0,0,0,585165
405,0,0,0,0,0,0,147450
5965,0,0,0,0,0,0,317590
8564,0,0,0,0,0,0,457965
14947,0,0,0,0,0,0,580285
13378,0,0,0,0,0,0,629257
11275,0,0,0,0,0,0,165611
3723,0,0,0,0,0,0,443420
7095,0,0,0,0,0,0,450370
12279,0,0,0,0,0,0,273379
1036,0,0,0,0,0,0,409198
3396,0,0,0,0,0,0,352046
12485,0,0,0,0,0,0,424138
6616,0,0,0,0,0,0,157012
14630,0,0,0,0,0,0,756928
9693,0,0,0,0,0,0,962885
7654,0,0,0,0,0,0,475885
3778,0,0,0,0,0,0,973754
9575,0,0,0,0,0,0,78581
3057,0,0,0,0,0,0,416927
1977,0,0,0,0,0,0,925018
6850,0,0,0,0,0,0,842997
9562,0,0,0,0,0,0,609057
14632,0,0,0,0,0,0,277950
12645,0,0,0,0,0,0,928808
12853,0,0,0,0,0,0,814101
7479,0,0,0,0,0,0,642094
6620,0,0,0,0,0,0,94627
378,0,0,0,0,0,0,673148
6993,0,0,0,0,0,0,504188
7073,0,0,0,0,0,0,984178
2498,0,0,0,0,0,0,550587
7910,0,0,0,0,0,0,996711
2324,0,0,0,0,0,0,854813
7951,0,0,0,0,0,0,448223
11238,0,0,0,0,0,0,596884
8341,0,0,0,0,0,0,987945
899,0,0,0,0,0,0,352760
14118,0,0,0,0,0,0,855247
12786,0,0,0,0,0,0,442515
713,0,0,0,0,0,0,42227
2871,0,0,0,0,0,0,575182
12506,0,0,0,0,0,0,901329
5774,0,0,0,0,0,0,271825
11210,0,0,0,0,0,0,144863
5423,0,0,0,0,0,0,400181
8169,0,0,0,0,0,0,75315
13019,0,0,0,0,0,0,713200
5974,0,0,0,0,0,0,514239
6689,0,0,0,0,0,0,160247
11020,0,0,0,0,0,0,808689
9813,0,0,0,0,0,0,106686
6079,0,0,0,0,0,0,459202
14434,0,0,0,0,0,0,700813
3782,0,0,0,0,0,0,6606
8092,0,0,0,0,0,0,876615
9790,0,0,0,0,0,0,107219
15159,0,0,0,0,0,0,579051
13348,0,0,0,0,0,0,956200
14669,0,0,0,0,0,0,190610
12258,0,0,0,0,0,0,28522
8564,0,0,0,0,0,0,752716
15502,0,0,0,0,0,0,588215
12044,0,0,0,0,0,0,620400
14416,0,0,0,0,0,0,742248
13987,0,0,0,0,0,0,200199
14266,0,0,0,0,0,0,480576
49,0,0,0,0,0,0,681658
12100,0,0,0,0,0,0,814897
13568,0,0,0,0,0,0,70600
9962,0,0,0,0,0,0,290465
4087,0,0,0,0,0,0,623432
2478,0,0,0,0,0,0,105159
1626,0,0,0,0,0,0,260588
15658,0,0,0,0,0,0,967924
4627,0,0,0,0,0,0,762586
15658,0,0,0,0,0,0,276564
13469,0,0,0,0,0,0,995788
1871,0,0,0,0,0,0,579620
7647,0,0,0,0,0,0,534158
7771,0,0,0,0,0,0,533659
10439,0,0,0,0,0,0,680508
7055,0,0,0,0,0,0,551931
4318,0,0,0,0,0,0,653920
9532,0,0,0,0,0,0,921769
4782,0,0,0,0,0,0,259667
9947,0,0,0,0,0,0,632158
5845,0,0,0,0,0,0,336351
242,0,0,0,0,0,0,522654
2684,0,0,0,0,0,0,422103
1041,0,0,0,0,0,0,462590
4540,0,0,0,0,0,0,87415
9772,0,0,0,0,0,0,621529
2045,0,0,0,0,0,0,279896
3352,0,0,0,0,0,0,509870
14139,0,0,0,0,0,0,993782
2486,0,0,0,0,0,0,694461
11707,0,0,0,0,0,0,526820
10111,0,0,0,0,0,0,316723
2744,0,0,0,0,0,0,510004
15644,0,0,0,0,0,0,798687
7739,0,0,0,0,0,0,915965
1582,0,0,0,0,0,0,994814
11119,0,0,0,0,0,0,990585
11215,0,0,0,0,0,0,570087
6057,0,0,0,0,0,0,547821
6354,0,0,0,0,0,0,404043
7702,0,0,0,0,0,0,385022
2814,0,0,0,0,0,0,488284
7528,0,0,0,0,0,0,397334
5446,0,0,0,0,0,0,654900
6419,0,0,0,0,0,0,927667
8671,0,0,0,0,0,0,676119
10352,0,0,0,0,0,0,983960
14927,0,0,0,0,0,0,729849
6274,0,0,0,0,0,0,954556
7960,0,0,0,0,0,0,618519
292,0,0,0,0,0,0,8896
9454,0,0,0,0,0,0,609732
14799,0,0,0,0,0,0,610105
3963,0,0,0,0,0,0,732671
709,0,0,0,0,0,0,960906
4308,0,0,0,0,0,0,580223
2959,0,0,0,0,0,0,352483
2740,0,0,0,0,0,0,555563
404,0,0,0,0,0,0,122158
182,0,0,0,0,0,0,932538
397,0,0,0,0,0,0,985673
4645,0,0,0,0,0,0,896423
5054,0,0,0,0,0,0,586714
1331,0,0,0,0,0,0,266960
5843,0,0,0,0,0,0,816714
1533,0,0,0,0,0,0,747844
14630,0,0,0,0,0,0,482768
5730,0,0,0,0,0,0,330656
15533,0,0,0,0,0,0,675024
