V2,V4,V10,l_id,index
669,2183084,116,9032,75520
567,745905,124,19273,3977
1482,1144070,118,14397,18224
939,1248687,118,12895,68374
176,1294012,128,12848,20820
280,1786124,132,16626,48158
1613,2158152,94,15189,57297
1602,2338875,103,7891,42432
966,2591841,112,15598,16638
255,3568718,127,17061,34834
858,3658092,118,7404,31650
962,3681252,124,16040,41189
542,3706306,132,7199,40675
279,3802044,134,2957,95633
73,3947239,133,7036,33746
404,4072440,127,10823,45110
583,4235283,127,4172,56889
103,4630888,135,2896,99406
404,4726836,136,6125,5965
67,799301,95,9840,59776
1562,830524,103,9090,44134
488,1134921,134,11047,78514
975,1219077,149,16861,44504
1489,1248844,141,9668,54923
941,271831,119,2811,76923
1141,287972,133,11407,82696
1185,496428,133,4604,1854
985,733675,126,12831,89943
625,469023,130,18867,14749
1450,492461,124,15446,56968
370,653004,134,13799,98593
1237,812044,128,11546,67015
742,832282,117,6734,24132
877,899399,119,12619,75201
1020,1067171,132,8807,79963
1420,1164931,124,16848,37072
1528,1206040,110,9225,100464
394,1304626,133,984,35869
1278,1340875,131,11440,89524
1075,1379206,135,17447,8719
1308,1439674,132,7685,52394
114,1467110,127,12895,63717
935,1519120,121,16800,94937
1004,1589168,126,17405,43372
1009,1627306,126,2500,70886
994,1802178,134,5156,20877
616,1862979,134,7749,90090
1223,1940699,123,8170,73441
998,1973176,122,171,23207
1245,2093633,134,15820,89496
862,15196,150,2413,50878
1140,34180,150,19730,4463
975,71788,156,6807,30441
815,1204136,124,9966,1029
738,1286491,125,10048,53439
780,1608609,124,12602,88402
902,1664455,133,13089,39916
571,1975691,140,10702,28260
928,2702164,132,13232,97519
904,10343928,127,15403,45193
322,10391507,126,15610,99790
1159,10507445,126,11081,27392
692,564721,118,5237,22715
778,1264403,133,3458,17556
761,1362998,111,4346,87610
746,1759951,127,11475,22418
348,393468,125,13266,34859
527,3889402,124,17785,80030
1302,3928612,132,10343,40249
747,3980528,126,4038,5236
740,4022595,119,15947,29210
1126,4349745,140,2761,58282
291,455881,125,5719,17391
584,228336,140,17367,95441
528,281958,125,3372,82766
1047,603608,133,7694,57600
587,1279991,124,16569,2173
814,135403,126,14437,51906
1157,2613123,135,19410,71259
385,2794911,125,6799,61362
378,2820612,133,11491,77009
388,2839625,132,16647,93345
253,3458793,124,13916,24535
1316,3544490,140,6531,46532
419,4680372,126,12520,56023
1346,7865,102,11855,72742
17,783156,116,17893,57190
1232,87927,124,3824,38564
763,424112,125,12615,67488
1305,534095,133,520,75045
1023,639507,143,11011,67637
705,697905,126,17531,72062
992,724202,141,13256,54356
957,852053,141,15643,44154
1054,950148,134,17482,6123
164,189532,143,6610,52592
1159,288161,141,3651,15136
149,356625,141,12418,54848
109,373961,143,17628,13063
179,395420,141,7936,59687
194,413490,143,4385,9810
282,505127,141,14108,22099
341,530483,142,556,100758
318,551924,126,18122,51475
320,574216,127,18372,97300
203,594771,143,14189,82982
323,618502,132,19710,93852
1329,2287276,126,7481,58132
1304,3626816,126,13923,12289
806,2294312,134,13697,16635
1232,1545486,135,1426,33598
842,820708,133,11622,85191
1297,324243,126,12013,29438
768,337112,133,7318,49565
1141,350910,132,9408,22441
1205,521925,125,14815,64706
509,261732,132,13769,41006
370,409918,126,17049,92245
883,61648,133,12329,1505
652,148463,127,16483,8752
1227,365227,127,18585,22816
829,657580,133,8248,43224
28,877428,125,195,66552
86,1119168,127,11486,14584
274,849235,126,18158,42639
127,33737,125,15988,13985
133,125827,133,3189,47541
592,274631,134,2324,50075
191,398815,126,1748,6653
1506,547511,110,16933,20965
1556,625516,110,19240,7809
1360,662880,124,9054,75663
780,677200,126,13072,4741
232,712528,150,10814,46567
1664,769100,125,19709,21035
1388,784164,142,2683,16540
178,815711,141,7532,49842
317,830232,156,15988,69902
335,841149,150,8436,22854
222,884631,127,4235,15220
131,906534,252,18637,55640
225,921130,149,13340,12601
110,939346,134,16079,21956
127,961092,128,14712,9583
203,1008502,126,8339,57701
81,1022976,135,15497,86443
314,1044283,148,11559,35806
403,1349036,126,16583,4024
1218,75234,133,3448,97368
649,96225,135,16912,48901
900,172111,126,6210,88537
1126,238406,134,9132,27777
1286,290652,125,13485,62988
856,310597,127,18887,83365
682,335000,140,17893,72878
1088,433198,127,14481,2854
1135,507548,132,5639,73840
580,532556,140,527,84865
1222,563239,127,17218,16807
1045,621530,127,5696,6460
1141,643193,127,15837,38535
1090,699365,132,9795,82007
1047,778465,140,11841,67796
621,850745,159,14546,9478
1610,1569536,125,5162,55545
1629,1720592,124,19280,34762
1466,1928773,125,13338,95132
1078,1955655,150,11012,47155
1637,2051892,124,12410,63973
1461,2083975,127,4122,38716
1644,2115330,116,5606,16710
1610,3353173,125,19757,67229
1101,49595,132,11389,96325
918,340244,134,5594,20877
904,726679,132,12278,3813
904,801889,135,2691,20699
594,55743,127,13691,81045
1254,964360,125,4556,95567
1168,1225405,126,198,27433
786,1281928,132,10043,52486
1164,1331522,127,18594,89570
493,185462,116,3584,29348
800,534079,124,14069,99534
1285,572004,118,17853,62010
434,1171441,151,4401,33081
420,1312217,150,15075,26027
713,1446073,119,11398,1487
256,1593597,148,13646,9384
205,1775815,149,10134,1914
1051,2506159,124,12404,55648
1092,2685564,124,4860,68234
1088,2750765,116,15025,83755
1085,2783352,124,10348,88098
1090,2993405,116,8684,65636
1083,3029632,126,13644,4482
1195,3120291,126,1488,28064
1234,3134249,132,6909,65736
1084,3160080,124,14296,896
1088,3203555,124,2145,46311
1080,3232534,111,10509,19740
1083,3257901,116,5942,42837
1085,3326756,124,5908,78877
1084,3373874,125,5568,81142
1080,3402864,108,6032,87124
1082,3420988,111,11139,58891
1084,3522508,117,4228,98050
1322,3632989,125,12684,99071
342,3744552,133,2852,61510
1080,3787204,124,2463,86419
1103,3814076,132,12159,93218
1078,3967197,135,3304,95061
1059,3981677,132,7623,88280
1098,3996170,132,11361,66603
1061,4019368,118,13894,6328
1056,4348516,134,163,53276
1077,4364076,116,11359,21505
1151,4387862,134,11696,77589
1076,4399296,133,6056,97773
1114,4413282,134,15838,68280
263,4458905,135,13936,31444
1122,4474920,134,2293,5342
1103,4532948,133,11953,13477
686,4194684,135,10644,12549
992,467902,132,10193,99776
1145,2530797,126,5549,1326
567,4625136,126,8040,76784
785,4758179,127,10746,34323
655,5303295,127,3376,60644
1098,5464649,134,17144,87193
1145,5798213,134,11608,75623
588,5916489,126,2873,11775
1167,6571375,127,16268,14919
621,6791907,127,18918,46686
717,7156460,132,15733,41317
360,7203481,127,17634,12064
666,11150470,127,434,89684
921,12438491,132,11292,68420
1124,12806520,127,5585,93822
15,966930,141,7458,93225
24,1346954,151,10141,55803
1134,313360,111,14689,6044
1332,1554761,108,18897,15095
1170,2520772,124,5675,82074
614,3674130,124,2430,66530
166,3755492,111,6684,64450
149,3778041,124,14593,58427
60,3824807,110,14626,21431
80,3859266,126,12881,13721
242,3948253,124,14430,66835
1121,4032320,127,15865,65091
1006,4085344,132,14121,64776
418,4116868,141,16438,11218
646,4441811,125,11029,98840
1120,2497138,133,8883,17849
342,764213,127,9920,32288
1296,374925,143,3484,38553
1144,401951,148,14828,99138
1316,600841,125,10765,47794
1264,1229628,125,3489,3450
1064,1314195,134,11942,72517
322,166856,135,4028,75812
208,2410860,125,18838,88547
212,2609580,124,13112,69106
1619,1671963,93,14348,99640
1625,1725163,84,18936,2077
1622,1752560,94,14460,47624
1613,1995586,94,2121,53119
1587,2063558,94,3926,94380
670,266316,125,15111,61883
564,1146672,126,16909,73506
1064,701451,141,1389,73900
558,1155025,133,18686,57709
783,1370812,134,17914,32707
116,1002587,134,9202,94964
111,1012905,140,14135,62096
13,159085,151,19718,99571
18,117551,151,14341,3532
11,130780,116,15741,33773
18,143544,141,7437,74079
24,149070,140,18381,47534
17,363718,125,14579,60318
19,375611,127,18747,6880
18,379759,133,557,44599
14,393488,134,12996,40603
17,402418,135,16173,99765
13,410023,134,19108,57844
10,421233,133,8707,34756
12,430980,133,13522,99444
11,444169,133,14174,29514
8,448720,143,1058,41172
12,455253,126,17436,43638
8,464538,127,13553,21187
36,3213815,141,6633,32829
33,3277821,141,14766,2551
1351,46725,117,5127,4298
4,224035,108,19610,92874
10,1798895,117,11732,15730
1283,167335,103,2668,79113
34,281513,103,8349,81020
1214,308956,119,4211,72023
79,472005,118,12403,44295
1158,113277,140,16798,80652
817,151265,134,4798,79169
857,189695,142,3372,9116
808,225742,141,16187,4150
1103,255186,143,9355,44779
828,300316,140,7049,61360
974,657502,141,12888,59149
396,696006,118,11695,22208
989,707600,141,6693,59027
1034,720720,142,4801,75122
335,732327,133,7126,46402
1036,754492,157,8544,7576
415,762937,134,16439,32785
1095,825519,140,10818,46100
1071,856784,135,15549,98689
989,891079,132,11802,98747
357,900098,133,7248,56350
1009,920619,132,3775,15854
373,929513,118,2766,81451
386,1058279,132,3416,63060
374,1084238,119,11477,9960
378,1091013,134,7195,87327
362,1115654,126,13083,27081
364,1125024,127,11185,74241
292,1151838,126,8005,66541
834,1930720,132,10833,46723
1069,114444,140,11794,97025
1191,210843,140,3203,21971
1314,165281,124,10962,87746
1289,212803,117,18391,74182
280,1230988,133,19297,45147
151,1294539,124,11237,97103
241,1384772,126,9240,69981
284,226495,101,2062,23845
398,739080,119,17894,30481
563,1054610,134,2108,77468
1142,810291,135,16069,3547
1072,1915220,141,4988,48241
114,1259470,111,5106,57633
583,425936,126,16422,55605
588,1019497,126,18887,58658
801,1045960,135,14472,3054
116,548050,190,11126,62165
918,370955,156,11717,45429
522,1998064,126,8928,79873
340,903521,126,11192,66380
744,942532,127,19979,98322
1104,949669,132,7692,40326
626,982049,119,14015,52900
1050,181441,149,16142,52660
667,2162594,109,16907,97637
822,2182564,101,8215,22161
1055,2195707,135,858,63952
1035,2224820,140,3707,30380
1130,2240690,117,2467,1651
941,2253265,110,4671,72004
1154,2265692,119,12264,20713
353,2278020,127,6251,64615
1115,2293208,118,12073,62491
790,4569177,118,12949,64990
998,4601217,252,4280,16958
966,4615208,141,17089,23307
1205,4639402,158,11139,61888
922,4652894,134,12910,22667
923,4662964,134,9063,94741
927,4689414,132,1882,22174
1245,4712115,135,1550,89097
729,4737394,132,11099,74047
555,2161408,127,17379,49694
363,2184752,134,5066,39877
461,2203335,134,11614,23387
549,2212608,133,7342,9449
565,2235743,127,5040,14087
443,2258779,126,11534,96515
615,2277134,127,226,48462
357,2286298,134,11604,3504
339,2295433,134,11306,84614
977,2304550,127,12645,5253
1129,2312039,126,18748,49889
802,96620,220,3358,74003
936,31567,108,16232,97906
1058,68092,116,13863,47501
1094,96658,141,5819,100756
820,141297,142,19451,8968
825,107508,109,4641,46238
1139,2650795,116,9938,43744
1182,61074,127,17570,78710
1108,75139,132,19270,69099
625,529057,127,3028,94673
670,781444,123,7890,27704
1561,838663,103,10528,1380
1053,1082248,132,638,13937
1077,188826,127,6182,33580
1088,2136983,132,10187,52415
801,2533151,121,8561,78735
1036,2835797,127,4128,10045
1140,335188,127,1183,34280
1059,764092,125,7925,6020
307,853638,140,7677,52325
168,953896,143,1441,78364
916,1046624,117,8511,6269
1616,1116232,108,3993,30231
356,822313,127,2159,29963
1188,1072413,122,19970,83677
796,1198188,118,19169,54197
1042,639376,150,19512,22680
1000,800972,125,14243,26720
1184,1038891,142,19419,74501
770,1066722,118,18356,44667
465,1087506,134,13715,75697
772,1147880,119,3456,62888
524,1261088,132,6314,30777
1083,1539097,149,15849,40062
689,1974206,119,1817,16147
348,2032067,127,12442,47563
823,3096632,124,13985,3936
672,4212863,126,5794,54628
1163,6042292,133,10928,67735
1169,301420,135,4401,11099
335,322292,134,553,87789
355,348568,132,3889,86673
1046,404774,143,15084,30108
1130,817090,135,1480,72990
1079,863529,132,14911,34575
526,1986247,141,10698,89189
1134,2636459,135,6774,96980
312,2665742,125,232,64445
446,2688969,132,8245,3105
818,447992,116,13095,32936
650,629613,134,19826,43664
1549,789352,110,12110,13819
1522,880535,114,5787,83605
1565,5331309,117,17117,4893
1166,476887,133,19341,16246
182,1804048,143,18383,82888
152,127903,142,18193,89845
1150,4082910,135,6288,49372
1525,4373312,124,652,85172
1372,4443777,124,19305,11497
797,54905,132,8921,45969
1162,866302,134,1142,10042
608,2382651,126,13823,54777
1130,2673616,253,1010,69471
229,3094424,124,19540,69167
852,6724,102,10292,4160
1231,701126,126,6621,83830
804,798912,133,9269,93202
1192,294091,132,6878,13722
658,96269,134,4861,6281
1133,94672,109,15643,63276
290,119036,109,9008,61446
1216,289543,134,5099,64213
758,949144,126,19821,94881
806,1029596,126,3616,80872
493,1105768,125,14955,57609
628,1126680,127,10248,56845
396,3866570,126,1552,57576
1116,2371598,125,5848,20725
1137,11066424,127,16600,59962
1142,11499957,132,12110,19177
824,11569844,132,16842,30016
1162,12416473,127,15421,17422
399,4138019,141,15958,47218
1561,48463,102,10729,11662
299,65100,108,17211,86998
1580,72355,109,463,84141
270,88613,93,9212,62750
262,95180,103,17353,10054
251,103932,108,3910,72777
252,109903,103,1957,38108
1585,116204,124,13497,98621
272,165553,111,8788,58710
1579,173219,127,6973,96488
1592,178484,124,14686,63379
268,182154,111,3278,98170
261,184498,111,13633,68447
1600,188125,124,6659,2340
1584,195188,140,4869,29496
254,205730,86,14989,83458
1602,211458,119,1640,17549
1598,214550,103,18799,59965
265,220253,108,9166,65138
280,225253,117,17800,93296
271,232440,110,16369,68530
275,256329,127,900,63851
262,267297,124,14489,50273
1610,337645,111,18136,97378
297,492654,116,6223,37591
340,497529,133,14929,57499
385,508656,133,16293,46399
1210,61826,127,3530,81400
1244,86815,141,7998,55394
1248,133321,132,12170,36387
1601,3051391,127,17777,63282
1591,3116226,116,5527,5765
1622,3127611,127,7627,22091
1590,3160387,124,8608,22662
1627,3225496,126,14648,57438
1246,9737771,117,7009,68591
1340,9767962,127,10385,58958
1301,9831856,127,10714,10117
8,111213,99,16044,24778
1378,3990730,108,13440,31482
1374,4174926,109,8761,19792
1378,4309470,95,19822,44374
13,235999,127,7774,7330
5,287014,121,3984,3596
13,438919,127,8516,10560
33,570254,134,1270,57431
12,645992,117,15707,76406
17,889721,141,8638,94400
1713,389978,95,18444,84414
64,661284,127,16761,95062
1712,116370,120,1335,31701
46,1135377,126,3091,72209
15,2629668,110,16987,99892
1661,1554760,101,12556,67595
1666,1606671,108,2618,6283
1686,1846251,84,5872,53759
1447,3516104,124,4729,44740
218,1283536,140,8284,1347
1562,1312948,127,14694,68178
856,276554,143,5133,9540
521,835993,141,17678,70977
804,3746649,143,10393,20967
52,3780044,127,14147,57207
1034,3982278,143,7677,76489
1223,3998180,143,8114,58977
1267,4015618,134,3171,10576
417,4025564,143,2673,33353
1305,4046520,118,12541,76027
1308,4062020,79,16305,21490
136,503796,134,11107,32230
1207,585950,141,10134,86797
245,638600,140,16824,86090
1258,660060,140,8793,43582
32,893649,140,17580,26314
1332,1432144,135,13665,95027
1328,1484326,126,12534,6820
1332,1508724,132,11805,89578
425,2601606,188,6879,57552
129,2634039,149,17467,35631
1415,1215749,141,18328,47585
1350,1313714,143,18626,91881
611,210509,124,15114,22833
75,424662,143,40,65185
187,673281,141,9115,14038
772,739349,111,15531,64823
597,1211367,134,14807,32151
676,1471038,247,15705,50626
756,614919,127,2302,47344
148,682128,129,2391,98886
1302,1388398,128,1423,84859
226,238020,115,5140,32395
666,336152,122,14864,76539
517,399363,123,5739,3884
538,508224,127,7520,52501
1133,808480,122,4858,88986
20,843472,104,14894,17604
12,865043,94,1710,99928
21,881856,99,18245,83797
661,911833,132,12505,75714
9,950188,110,11882,6949
14,971813,106,15015,98041
14,990193,101,1201,61028
14,1007319,106,19262,32800
14,1030463,106,243,25869
14,1042036,101,7056,48006
1301,1132492,127,5826,76432
1607,2932064,120,16865,67964
209,652766,129,16502,37144
725,1715848,123,5011,44243
453,1120571,148,16666,68312
868,71798,141,10715,47834
427,261064,124,16355,42699
732,5169335,133,6019,51602
149,2278909,134,16021,66220
1290,340499,101,3400,52344
1208,360936,124,945,82568
1178,371575,136,3508,48705
1305,385557,111,15154,6794
1344,398111,96,2620,8033
1079,406673,119,7482,57993
1270,422886,103,19053,19284
1172,430674,119,8003,58182
1130,2527390,127,15913,7649
1560,123815,116,5519,51949
1450,220146,133,10604,95285
1302,3204845,133,10028,82491
1154,1194414,125,14429,32264
1384,3467567,116,14648,99753
106,327262,119,6518,25114
853,407124,114,1206,34112
1343,1638668,127,2753,83545
1118,2817695,125,3052,79305
798,2887307,131,10601,21886
985,3149629,133,5484,91064
1595,23316,159,10898,69218
480,683341,151,1903,42287
545,756929,148,830,43688
537,833995,151,3207,93334
467,903631,125,14760,16069
55,1230589,127,750,95388
888,1252357,133,13719,32021
486,1352060,118,6773,63049
1116,1378057,103,3366,62832
1587,1398603,117,18047,10109
312,1430075,134,17654,77307
119,1446835,132,10155,74648
151,1733471,118,6486,25983
596,1751967,127,12158,87502
492,3881300,129,19175,20698
1308,3976080,126,15772,72723
830,176567,102,6841,77488
1327,222032,118,19860,20078
1077,450688,116,17392,50566
1401,1299257,141,19885,91745
1174,1895167,151,16641,9396
980,659488,129,4768,32808
1578,698420,103,13699,31407
774,1519344,125,1611,94836
74,5367377,133,11669,70658
1171,2016200,142,16221,16178
347,2077074,132,16668,26050
472,10369620,132,18760,44574
800,10409388,124,7639,23798
478,10440367,125,8780,36973
861,10555515,134,3442,24084
866,10624934,132,3983,86349
739,587452,124,19228,22483
534,620684,132,8140,52804
1002,66328,118,12643,68498
424,91046,110,17002,9949
416,945807,125,10598,97321
336,1319076,124,19744,12715
471,1395753,132,11944,67295
1235,456249,125,7051,9942
455,627803,127,7178,27497
1084,385922,133,18582,64745
1078,372744,134,19992,62005
310,1731347,127,19341,67957
944,2008620,143,10533,39975
907,3264786,126,13456,34040
907,3283163,127,13028,45901
1347,1436820,125,16514,79225
352,573792,133,7619,97698
906,844932,133,13223,69989
641,341158,94,5834,33305
1290,396420,95,2072,57026
1032,3552733,124,4758,70141
1106,4163699,133,5224,93701
601,4201948,126,9354,51421
1006,4314267,135,5460,52625
649,5015357,87,11408,48380
512,5060316,143,17152,8178
727,5071831,126,14025,15841
337,5082524,127,8145,14796
852,1689336,125,8299,63478
32,1748249,109,12590,1657
426,2727684,118,16569,84967
555,1466141,37,14954,20323
259,1482753,127,16995,25205
110,1552126,124,10081,80749
578,149552,134,2201,88341
99,4757628,39,10788,94757
1081,9670878,127,5722,56718
163,28542,118,6583,80129
96,60340,103,6158,15553
90,173236,124,12153,48738
76,186088,119,9014,55645
61,259248,134,7619,22182
87,272168,141,19814,5984
82,313218,124,17650,63875
62,323852,134,7572,66699
168,395722,134,7000,68054
106,463001,119,12621,68899
64,507152,124,14876,16851
28,39849,93,17939,82792
145,98192,109,9587,3245
220,138184,125,1119,15192
1063,168485,101,1178,83416
528,14551,86,10186,16050
307,36167,95,14034,42046
883,81706,108,6554,85748
559,86886,110,15373,60546
220,105408,101,7546,83971
134,115418,111,5983,33033
228,134190,103,4513,96785
147,152274,119,14375,74154
546,186914,127,127,72930
462,214812,117,13928,6538
171,233671,135,11682,88175
155,264160,143,18913,84427
153,310797,143,10615,22027
856,937842,143,8777,88583
1380,183734,111,3960,39966
1303,214075,140,18313,76626
784,45288,93,9637,31361
1315,9708157,127,3258,70339
506,169617,197,3988,67851
561,247463,143,4603,82470
177,587795,140,13364,9387
1378,821450,126,19723,14810
1378,929600,119,16718,19165
1378,956991,119,13996,77578
1379,980617,116,747,55076
31,991569,119,10510,98816
32,1003594,124,14121,48311
28,1024437,127,1062,86080
1382,1036598,118,4222,40328
31,1048986,125,870,1684
29,1059929,119,14600,20756
1382,1074485,119,18150,23504
29,1084680,119,10756,99595
21,1108641,125,11936,99235
25,1122712,127,9123,45839
19,1132795,124,19615,89209
33,1143429,125,18645,75764
20,1214748,124,17117,62880
22,1269438,124,1351,97655
17,1302067,119,5952,55565
14,1672222,118,13062,40195
825,1519634,143,8097,52834
1577,2613138,95,11451,56316
503,1342971,126,10778,3279
1229,1438802,128,7801,94620
563,1469884,127,10593,6189
1276,2371646,141,1197,48417
1258,2401760,140,15247,74064
884,283128,116,1270,14554
920,344829,102,79,75942
1187,2574980,127,3396,95028
361,58747,199,367,14286
736,2066684,127,6418,58536
116,2312026,127,17615,12662
75,2344153,119,14520,47533
161,2368345,103,12546,29457
95,2394907,118,7701,9494
135,2473233,140,2083,35014
92,2519955,135,17392,83004
80,2615309,126,766,34638
107,2770177,127,16811,26807
115,2797525,101,18072,30354
519,2871852,119,3279,67610
86,2887114,123,463,92404
573,2978933,133,14249,31378
94,1523431,141,707,16325
169,338716,135,7299,79761
162,419405,133,1786,87533
173,439763,134,14056,87820
166,518483,127,18695,45361
934,665079,127,6794,6380
887,681396,133,17386,91416
893,707137,140,18101,43367
882,728372,140,5218,50363
831,735528,143,16136,17872
917,745614,135,16439,37406
868,753089,142,19195,29209
925,1410896,143,7120,4351
1021,28984,116,11829,60557
1015,28984,116,6624,16813
1281,57763,117,11837,79666
1208,70478,127,13682,63753
1197,79387,127,17323,8083
1214,88808,140,6671,5402
1203,96831,118,5521,75281
1274,114762,127,6182,38981
1261,161069,133,742,91198
1219,172592,141,19874,79226
1275,180939,135,17374,43563
1157,240480,127,12580,99671
1267,260425,119,19684,11605
228,2150452,124,1437,17161
1306,336982,127,8867,30420
227,9496258,140,1509,52491
259,9649771,127,1773,80494
1048,1338453,130,10310,43930
803,1689652,143,8552,7770
1254,1779024,130,3865,4000
1216,1802460,124,16463,52992
936,1971784,127,16752,81584
1033,403767,116,6183,21785
388,428235,126,15355,61039
992,508253,116,2602,96635
1162,581546,103,18694,4485
1133,828914,101,3008,29405
1098,902203,124,16672,81720
1045,938574,111,14590,1833
1066,945557,126,8429,6545
1054,960202,124,17038,50256
1103,975076,126,12131,19016
322,1314902,123,6223,47695
44,1953891,140,2979,56265
1544,1191659,125,15130,22975
1202,142260,143,12545,51793
980,74519,133,8575,100118
650,2017438,141,5429,19173
661,1465433,126,9360,44631
643,1969068,126,14487,10898
558,2426519,135,8366,52103
64,766976,93,18151,75799
1176,745380,127,19494,44599
620,9246,124,960,98770
834,640724,132,18417,60514
1137,1207406,133,11641,9306
62,3971359,126,15851,70450
355,113766,71,14440,49622
312,128184,78,4686,66978
53,141311,71,9746,58104
1012,53593,181,14100,8491
1340,12804,134,9099,18203
1173,18328,207,12862,70258
1165,23019,207,2026,35828
137,31164,197,17646,76075
163,48244,189,8587,27746
31,55688,166,13298,20824
1251,81232,190,5560,79262
708,86296,197,876,65010
138,106180,182,6244,62385
107,108604,189,646,25229
1273,120110,182,14430,82387
117,80500,172,15923,21565
172,7020,196,13337,20938
56,15765,189,5453,95583
32,21135,165,5850,89302
1010,33425,212,8294,32957
120,68288,175,3164,73279
117,90937,181,6306,47799
121,104353,175,4925,24081
1252,127368,167,19018,43427
392,172798,175,6320,24014
276,183331,158,11762,5159
132,189141,151,16068,27272
415,195029,158,11286,46057
225,200008,156,17141,7106
112,208112,159,10258,65469
1134,219230,172,6715,48714
1688,1248109,86,15014,30894
659,1292100,164,18190,52123
1690,1318378,84,11041,91223
27,1359867,156,9105,93890
21,1399304,151,17631,88596
1550,1791803,198,7593,99141
1687,1891638,101,10005,77373
1688,2058272,93,15446,84836
1688,2086470,87,13266,45333
40,2133915,158,18043,14200
1668,2191539,167,4817,27470
975,2262963,159,2045,97493
93,2310855,166,399,10865
72,2339663,148,7973,88256
75,2412966,165,6507,13982
297,2555028,191,17088,94138
1670,2729972,93,5588,21956
1409,2794143,174,804,91939
1263,2860168,125,1639,16619
1371,3041025,127,13267,59575
92,3212695,165,1739,44421
141,4025624,159,18445,58021
833,4104163,150,5632,16535
1119,80996,190,19386,25807
57,103916,180,10337,95210
1050,949874,151,9573,62809
970,1037462,127,9564,67658
225,1067027,150,14717,12254
228,1094348,141,14130,4245
93,1146879,143,4959,98327
1608,4345283,134,2746,51647
1468,5281668,143,11400,8940
1679,456548,102,14839,8149
1682,570244,87,19299,15016
1684,663171,84,12081,68028
1684,702267,86,1176,62614
753,311420,140,2192,512
1080,751911,142,17912,23957
1372,1506552,140,986,97064
140,1477986,142,16783,27724
1576,2071746,135,10174,17164
1396,2128956,148,19656,92044
801,2240422,143,371,20321
588,2084619,132,7522,99935
1584,2375805,132,3533,67389
710,664883,150,4737,265
1445,684315,143,18985,24459
916,693638,143,4705,27580
848,712446,141,19980,64575
1048,787022,148,14472,8851
1300,883640,143,6796,87731
1005,895642,141,7136,94780
382,303209,140,10397,38766
209,157044,135,5992,31469
146,203261,143,8422,37255
203,238766,141,14838,61189
229,260110,140,2670,98921
362,283428,143,8546,70996
148,373861,143,19880,48513
211,402266,143,2708,10431
298,473272,143,6475,65341
406,516436,143,14740,28268
871,531693,143,15859,60644
788,566850,141,14946,31758
169,260136,143,14155,77691
299,1133734,140,4326,89248
291,1488885,126,17298,65915
247,1538509,143,7767,25330
301,1563499,140,16615,38179
47,2867513,126,19455,37342
43,2985026,125,9942,92970
45,3063768,128,12027,47816
39,3411438,126,4725,64631
1063,173226,141,2680,12788
170,252958,142,10050,49712
1344,33323,117,5033,43114
153,197718,140,3959,67275
272,244067,142,6759,59221
567,266337,141,10107,55178
269,276047,140,11545,55821
422,289665,143,19538,21495
170,301511,126,16076,28259
287,315142,143,14862,82370
277,325796,141,729,42015
175,340598,133,6320,8447
174,386794,140,6945,2549
170,422528,140,775,20125
1281,87967,133,5947,22626
