index,V8,V9,V10,V26,spf_id
3938,292575,35,108,-0.3703,413804
8948,499944,36,118,-0.3105,699951
13107,260241,38,103,-0.3702,288901
6099,633741,40,134,-0.1902,648139
18367,819375,40,135,-0.162,32882
14082,773694,43,140,-0.1463,537100
4944,635678,9,143,-0.0786,88049
12763,30104,87,134,-0.1058,331244
7872,7479,114,132,-0.0576,516648
8766,2871,116,148,0.0195,834189
7527,9819,100,125,-0.10800000000000001,340790
9321,5558,127,140,0.0338,736108
12275,2246,120,149,0.0322,897966
12769,2274,110,141,-0.013000000000000001,807606
6726,1537,112,149,0.0007,401608
6450,1563,125,143,0.0176,96673
7784,1543,110,140,0.0046,575008
5765,1528,115,141,-0.0052,381249
17945,1504,111,140,-0.0208,524806
3999,1808,122,136,0.0089,171548
4889,1541,111,142,0.0033,106329
12753,1923,123,141,0.0016,581613
7831,1539,113,141,0.0019,615103
35,7104,89,126,-0.1461,829413
5528,1509,112,143,-0.0176,54021
17094,1585,128,141,0.0319,798214
19460,1398,111,135,-0.0071,874430
4735,2181,122,132,0.0023,992109
15243,1522,90,118,-0.2073,423142
8219,1335,99,127,-0.1309,33622
9145,1063,107,126,-0.0773,904939
11979,958,108,135,-0.0645,133391
8386,950,105,127,-0.0723,505821
17582,1059,107,132,-0.0807,15864
14819,718,107,140,-0.0651,267570
11145,775,118,136,0.0091,33900
13873,1233,119,132,-0.0367,918985
1047,2121,114,148,0.0356,266002
10918,2183,121,135,0.0032,34615
15700,3576,120,135,-0.0022,327953
2545,2042,114,140,-0.0029,466152
2614,7595,92,132,-0.1144,65808
6069,2034,110,140,-0.0068,258645
8533,2319,112,140,0.0065,537553
19467,2193,121,140,0.0078,860889
2607,3330,120,140,0.0006,995655
14152,2318,122,141,0.0061,66007
16861,2267,129,142,0.0418,930781
14028,2020,106,141,-0.0137,574984
12784,2214,114,142,0.0175,170682
14820,2069,123,140,0.0103,867147
485,2157,113,141,-0.0087,217333
15492,2384,127,141,0.0347,84003
13601,2280,113,140,-0.0104,956011
13808,2370,117,148,0.0287,875685
5044,2198,122,142,0.0101,7307
906,1967,115,133,-0.0395,204680
13536,1990,120,132,-0.0283,308384
16964,4131,120,143,0.0085,11123
18234,2025,109,141,-0.0112,383536
2225,2001,119,134,-0.0229,574331
1336,2015,111,142,-0.0161,718477
921,2633,120,134,-0.0205,280794
11147,2127,105,143,-0.0225,10347
16762,2926,127,140,0.0391,203576
11245,6058,118,135,-0.0341,925724
13369,1961,102,141,-0.0425,877887
14317,2310,129,149,0.0616,420832
9914,2219,117,135,-0.0369,68682
10869,2062,109,140,0.0068,543952
5388,2046,109,149,-0.001,867176
19497,2167,109,144,-0.0041,162492
6148,2420,120,140,-0.0049,407428
4355,2683,120,141,-0.0019,609839
3967,3341,120,141,0.0039,607571
11657,3431,123,143,0.031,578140
1347,2351,116,134,-0.0333,779910
794,2240,115,150,0.0294,608348
2870,2028,111,143,-0.0098,792404
18705,2076,123,141,0.0137,25966
15858,25809,79,124,-0.2476,85521
75,39293,27,119,-0.1703,256990
3438,33449,90,119,-0.2081,46737
3169,21354,93,124,-0.1941,624136
419,61608,93,125,-0.1897,729164
5086,67901,100,132,-0.0822,999024
2753,83011,86,125,-0.177,937432
5104,16920,108,127,-0.0884,713993
3674,11608,111,133,-0.0651,597931
6865,16441,110,132,-0.0759,514608
12934,21073,111,133,-0.0592,438157
2190,17271,110,132,-0.063,27806
7520,8549,109,127,-0.0851,532162
12997,10584,110,134,-0.0709,951519
3479,8542,111,132,-0.0731,612547
13445,7486,111,126,-0.0862,246976
4334,14260,115,135,-0.0313,177773
17550,7385,116,141,-0.0052,52330
13517,7112,110,127,-0.07400000000000001,750594
2242,17217,114,143,0.0038,842575
5786,6616,116,143,-0.006,731035
17703,15711,117,141,-0.0021,963842
6995,10329,113,141,-0.0038,132222
803,7143,116,140,-0.0035,661860
1535,8685,115,143,-0.0022,355205
9100,10188,116,140,0.0075,744112
14775,188767,28,140,-0.2728,249078
19297,11382,129,157,0.14,166711
11644,13897,99,125,-0.1451,132020
10368,60109,95,127,-0.1304,772604
10766,80541,97,134,-0.1212,508499
10080,64701,98,135,-0.1147,690074
486,118721,94,132,-0.1428,510624
8302,125338,109,143,-0.0247,758978
16088,53536,96,132,-0.1232,910998
7827,88065,111,141,-0.0101,125439
6487,36546,101,133,-0.105,461328
7919,65860,99,133,-0.1205,850619
18267,56735,99,143,-0.1046,116998
1781,55666,101,133,-0.1161,606216
5318,103558,92,141,-0.1651,573875
4717,81625,98,127,-0.13,111879
19926,121633,108,140,-0.0254,893930
13689,77840,96,127,-0.1386,694732
7696,98616,92,126,-0.168,852274
13945,71112,95,134,-0.1492,17635
15655,11941,106,127,-0.10300000000000001,173457
191,12094,106,125,-0.1001,860958
265,9584,109,126,-0.0869,242351
4649,6560,107,127,-0.1009,152912
4473,12919,106,127,-0.0907,137226
13446,18877,108,134,-0.084,302118
1664,7990,109,133,-0.08199999999999999,971550
9029,10196,109,127,-0.0844,55932
8539,10024,106,127,-0.0999,105317
2015,12652,93,130,-0.1253,968182
18800,196003,82,132,-0.1549,189682
16283,4533,100,123,-0.1362,680321
3045,62182,73,135,-0.1738,155846
11433,12792,100,134,-0.0572,757445
14013,71337,103,127,-0.0894,722683
359,16093,55,134,-0.1889,692875
3184,26419,88,126,-0.1644,290838
10248,13096,89,109,-0.2421,192550
11299,37703,91,117,-0.2166,336448
9014,21408,85,122,-0.172,537233
3377,14760,104,119,-0.1264,931960
15916,22581,101,127,-0.109,952796
13607,13996,88,126,-0.1458,110692
13907,14742,76,125,-0.1946,640124
724,24230,97,124,-0.1435,71809
19266,12221,80,125,-0.1625,174463
5323,18466,90,119,-0.1803,486064
449,19565,86,135,-0.1315,637483
2875,62225,105,139,-0.0524,629544
12976,16873,96,129,-0.1212,398051
16340,19537,78,130,-0.1567,650139
13711,30271,61,135,-0.1524,218515
4634,12782,108,134,-0.0579,880628
17851,13938,90,135,-0.1426,548970
2100,5345,93,127,-0.1648,593600
1893,9432,95,125,-0.1626,847770
2850,3553,91,119,-0.1836,673617
3260,5226,97,133,-0.1124,753097
13618,4409,104,132,-0.0935,366005
10259,4108,102,132,-0.083,368413
15457,6760,84,127,-0.1998,674960
6221,4442,101,134,-0.1102,729079
15746,4304,96,125,-0.1151,933786
14969,3094,85,110,-0.2446,642406
12246,7367,87,134,-0.141,991112
4771,7736,103,145,-0.0557,414426
19405,10923,71,118,-0.258,935928
5494,13696,67,127,-0.2015,227448
6292,6235,77,109,-0.294,987901
8354,11300,95,135,-0.1259,953774
17200,65563,70,135,-0.1698,781344
17339,9363,75,119,-0.2135,178183
16587,6567,83,109,-0.2455,191465
7054,6947,84,119,-0.19,9744
19924,18674,91,132,-0.1211,169849
2574,8457,93,135,-0.1191,332172
9114,9124,93,127,-0.1307,169377
5072,8996,91,133,-0.1323,567737
1591,6241,97,133,-0.1135,788794
13616,17619,61,109,-0.3382,781797
16957,16061,91,127,-0.1522,246543
19138,12598,84,124,-0.2189,436192
2051,17124,85,124,-0.1742,601500
9003,11247,85,132,-0.1213,423190
12466,33217,58,127,-0.2112,893643
7036,5249,86,118,-0.2114,876177
12281,15501,91,135,-0.1225,953681
10775,8047,82,109,-0.2774,661417
518,9527,84,132,-0.1445,994786
6611,6459,104,132,-0.0989,919069
562,61890,49,132,-0.2663,958169
11127,7537,101,131,-0.1078,477804
7597,19728,77,133,-0.1624,750823
18460,61753,44,126,-0.2712,566942
11817,20124,82,127,-0.1455,363177
10206,7964,94,133,-0.1112,225570
414,10416,65,119,-0.2395,275443
14708,9571,99,133,-0.1098,650615
17707,13355,90,119,-0.1719,727087
2891,10036,93,135,-0.1288,910788
18368,15517,84,134,-0.1582,256267
5939,6652,86,111,-0.2244,236430
19836,8943,78,109,-0.2567,378337
19674,18196,93,133,-0.1279,948721
8542,22388,95,124,-0.1426,350249
18713,7387,79,110,-0.2601,352113
11069,6294,80,118,-0.2069,750118
10350,11881,83,133,-0.1562,743640
5799,7394,103,127,-0.1113,385757
3641,6412,97,124,-0.1363,332924
11917,7579,94,132,-0.1293,247348
19063,70737,71,101,-0.3277,731705
18119,3507,21,82,-0.5971,855313
7092,4717,72,93,-0.3754,616010
12177,3944,22,86,-0.5660000000000001,577055
14544,99671,77,103,-0.3109,318545
19308,100842,76,111,-0.2997,126154
2313,6385,88,109,-0.2442,87336
424,7774,95,132,-0.1198,376094
12170,23784,77,109,-0.2713,516177
14744,8757,87,132,-0.1229,173345
966,6028,90,127,-0.1279,146235
9645,8375,95,134,-0.1158,685913
920,25833,77,124,-0.1927,502135
765,5716,102,125,-0.1244,300904
735,8851,90,117,-0.196,305686
9529,6860,111,142,-0.0256,347909
4235,12127,92,132,-0.1387,635029
6670,34485,48,132,-0.2816,824359
8974,7550,99,125,-0.1196,173289
11390,14330,104,133,-0.1115,782122
16675,9498,118,135,-0.0236,153680
7300,103662,101,134,-0.0797,790944
18449,5816,101,126,-0.1262,579738
11024,13196,110,132,-0.0795,236925
19393,7052,107,134,-0.0662,515033
426,9767,105,132,-0.0916,539114
13652,6074,102,124,-0.1372,75246
17942,7747,105,127,-0.1099,620607
8637,9381,110,132,-0.0604,51711
2421,14032,107,127,-0.1014,561115
17983,8107,112,134,-0.0547,599122
12362,5857,87,124,-0.1829,49252
14045,11431,99,125,-0.1158,628416
8265,7881,106,132,-0.081,500333
6638,8558,104,119,-0.1317,946010
2910,10504,108,127,-0.078,637982
15899,6999,130,141,0.0515,97266
14623,13505,100,148,0.0048,690873
12788,7555,123,159,0.09300000000000001,1561
17073,18218,78,111,-0.2625,167882
8915,21349,63,124,-0.2521,489411
2635,9848,100,133,-0.1054,729417
15368,12413,100,127,-0.1184,127997
1041,9137,98,127,-0.1187,990437
8683,12530,88,134,-0.1561,786497
10282,14087,113,140,0.0005,99244
5347,11922,123,150,0.0465,837573
1695,6525,120,141,-0.0005,726461
7268,10286,120,151,0.0574,942895
17428,5779,92,134,-0.1147,549308
8221,28061,92,135,-0.1301,181271
8389,13464,118,149,0.0313,430360
4403,118187,106,141,-0.0569,786566
2154,4695,74,103,-0.2946,729306
5089,26213,43,124,-0.2938,714503
8159,5966,90,124,-0.1677,24906
2953,7390,120,143,0.031,445903
13882,24834,93,126,-0.1415,607106
11922,20916,101,126,-0.1262,30209
9133,17836,92,124,-0.1851,854170
8359,41476,97,125,-0.154,460399
5180,12847,83,132,-0.1636,34276
3572,37025,48,124,-0.3194,440692
19932,11868,93,124,-0.1647,699857
3502,11447,108,134,-0.0684,753482
4811,14163,84,126,-0.1681,390418
9430,6884,89,126,-0.1463,788991
9032,6811,78,116,-0.2288,413870
19273,16601,70,124,-0.214,15090
14397,23122,56,118,-0.2627,297791
12895,9120,88,118,-0.1903,481260
12848,11973,96,128,-0.1176,129863
16626,17564,93,132,-0.109,670567
15189,7182,67,94,-0.3624,561014
7891,14689,64,103,-0.321,419468
15598,8091,91,112,-0.2099,381313
17061,7202,104,127,-0.1069,818215
7404,8532,83,118,-0.2065,760857
16040,8132,86,124,-0.1958,753445
7199,7519,97,132,-0.11,337986
2957,37664,78,134,-0.1593,394193
7036,9693,95,133,-0.1091,492763
10823,9431,100,127,-0.1015,853750
4172,6887,102,127,-0.1033,552453
2896,12886,102,135,-0.0679,167787
6125,6684,101,136,-0.0839,51843
9840,2588,61,95,-0.4053,424029
9090,4561,77,103,-0.3013,51064
11047,11801,64,134,-0.2052,46580
16861,10188,115,149,0.0075,883478
9668,13680,101,141,-0.0625,671756
2811,3963,85,119,-0.1852,537677
11407,3772,105,133,-0.0791,151201
4604,2918,105,133,-0.0881,918224
12831,4664,86,126,-0.1903,31859
18867,25800,106,130,-0.0961,43037
15446,6582,91,124,-0.1706,600674
13799,9522,87,134,-0.1144,521224
11546,14536,81,128,-0.1711,893309
6734,15761,96,117,-0.168,149123
12619,5483,91,119,-0.1762,192264
8807,7634,96,132,-0.1229,237380
16848,6342,88,124,-0.1742,941479
9225,10683,75,110,-0.2614,190200
984,5795,100,133,-0.1123,102218
11440,7890,91,131,-0.1194,503278
17447,7502,98,135,-0.11199999999999999,536660
7685,12367,110,132,-0.071,554648
12895,15073,90,127,-0.1589,277070
16800,6913,94,121,-0.1561,462822
17405,6528,103,126,-0.1053,484502
2500,12284,79,126,-0.1582,420101
5156,6651,99,134,-0.1041,51700
7749,55228,12,134,-0.4375,367176
8170,7467,101,123,-0.1161,18186
171,6543,93,122,-0.1336,31133
15820,10797,91,134,-0.09300000000000001,408259
2413,10694,102,150,-0.0054,455081
19730,10680,130,150,0.0979,323807
6807,9037,136,156,0.1207,445015
9966,5328,83,124,-0.1995,485112
10048,8949,84,125,-0.1677,523886
12602,12773,91,124,-0.1753,185253
13089,6682,92,133,-0.1442,236481
10702,8166,89,140,-0.1494,264948
13232,7551,82,132,-0.1807,199266
15403,6005,112,127,-0.0617,215789
15610,9643,91,126,-0.1439,552980
11081,12374,104,126,-0.0965,440922
5237,14809,78,118,-0.213,195681
3458,9968,107,133,-0.0729,236677
4346,3355,98,111,-0.1809,719345
11475,6884,93,127,-0.1326,365889
13266,29865,93,125,-0.1453,819600
17785,117153,56,124,-0.2217,591658
10343,260185,69,132,-0.153,296496
4038,19435,91,126,-0.1422,913788
15947,6588,91,119,-0.1563,756906
2761,27851,115,140,-0.011000000000000001,475465
5719,7391,96,125,-0.1382,463027
17367,44484,121,140,0.0192,724331
3372,6661,110,125,-0.087,23878
7694,9136,100,133,-0.1078,199935
16569,11861,84,124,-0.1652,975246
14437,10137,84,126,-0.1919,623121
19410,19901,105,135,-0.0745,966470
6799,19549,105,125,-0.11199999999999999,370095
11491,68349,91,133,-0.1538,69767
16647,105560,76,132,-0.1875,243647
13916,60112,61,124,-0.1629,655039
6531,991612,103,140,-0.0768,639510
12520,18480,111,126,-0.0862,977443
11855,5577,86,102,-0.2738,430523
17893,5141,93,116,-0.2125,985291
3824,9216,85,124,-0.2,87981
12615,23916,90,125,-0.1187,609937
520,26032,108,133,-0.0628,20774
11011,10095,113,143,-0.0263,57181
17531,27364,100,126,-0.1055,888262
13256,7330,112,141,-0.0294,420181
15643,7758,115,141,-0.038,372490
17482,25269,105,134,-0.0818,590606
6610,46379,125,143,0.0353,391077
3651,14403,120,141,0.0047,179371
12418,22467,123,141,0.0325,963026
17628,19616,118,143,0.0016,948890
7936,17898,118,141,-0.0012,91009
4385,21548,120,143,0.0021,285941
14108,28906,120,141,-0.0008,487750
556,14912,121,142,0.0043,441025
18122,11469,97,126,-0.1384,40514
18372,15848,74,127,-0.2063,230331
14189,17433,119,143,0.0014,337406
19710,36933,59,132,-0.2346,429753
7481,22017,77,126,-0.2321,560942
13923,16916,83,126,-0.1892,213020
13697,19457,91,134,-0.1162,655896
1426,22708,115,135,-0.0358,74289
11622,34001,85,133,-0.1262,473671
12013,16020,105,126,-0.106,177130
7318,29349,88,133,-0.1248,686754
9408,29526,88,132,-0.1162,825238
14815,11601,108,125,-0.1027,198743
13769,15785,88,132,-0.1436,804456
17049,12174,82,126,-0.1801,76138
12329,58906,83,133,-0.1826,854461
16483,336567,87,127,-0.175,219255
18585,21547,70,127,-0.1984,398080
8248,12587,86,133,-0.122,551134
195,11442,81,125,-0.2159,489251
11486,48231,96,127,-0.1551,71407
18158,14610,71,126,-0.1788,611566
15988,17274,69,125,-0.2418,223683
3189,14234,87,133,-0.1312,39015
2324,54324,103,134,-0.0774,152307
1748,11998,87,126,-0.1631,527275
16933,9367,77,110,-0.2826,705280
19240,21865,52,110,-0.34299999999999997,886719
9054,10152,73,124,-0.2518,751026
13072,17592,50,126,-0.2279,426456
10814,75006,120,150,0.0445,560568
19709,19132,87,125,-0.1964,661163
2683,16983,118,142,0.0128,234951
7532,348957,75,141,-0.157,647760
15988,606744,115,156,0.0166,768290
8436,142791,117,150,0.0188,396588
4235,56864,97,127,-0.1203,334978
18637,62823,73,252,-0.1405,911476
13340,104560,119,149,0.034,598221
16079,100112,91,134,-0.1339,528206
14712,53142,56,128,-0.2465,10462
8339,37200,101,126,-0.1139,471919
15497,31583,95,135,-0.0861,926502
11559,27761,119,148,0.0328,470629
16583,23488,65,126,-0.2056,88032
3448,11425,71,133,-0.1811,823533
16912,28955,89,135,-0.1094,80710
6210,10269,59,126,-0.2359,626709
9132,16566,61,134,-0.2203,737750
13485,12560,61,125,-0.215,959941
18887,35066,82,127,-0.1822,12055
17893,11471,81,140,-0.1127,542732
14481,14669,61,127,-0.1986,471397
5639,11979,67,132,-0.1791,833533
527,11890,75,140,-0.1555,608718
17218,12063,79,127,-0.1733,887777
5696,11562,68,127,-0.2145,530930
15837,13135,81,127,-0.1724,986394
9795,11778,71,132,-0.1928,4383
11841,13800,68,140,-0.1832,950841
14546,33577,61,159,-0.0698,675211
5162,12047,73,125,-0.2471,303616
19280,24172,59,124,-0.282,759695
13338,19002,82,125,-0.2268,149260
11012,12705,65,150,-0.1797,803739
12410,22134,53,124,-0.3027,798780
4122,10704,69,127,-0.2257,316612
5606,10115,67,116,-0.3128,300032
19757,37889,57,125,-0.2745,963375
11389,53525,97,132,-0.0968,165178
5594,14047,97,134,-0.09300000000000001,31144
12278,9062,104,132,-0.055999999999999994,396834
2691,7974,113,135,-0.0416,176867
13691,11169,77,127,-0.1921,580556
4556,14874,105,125,-0.1263,562701
198,7273,107,126,-0.0981,521874
10043,5867,105,132,-0.0833,97433
18594,7312,109,127,-0.0786,49790
3584,21661,98,116,-0.1705,609121
14069,10675,89,124,-0.1981,314385
17853,18986,82,118,-0.2432,868075
4401,23075,113,151,-0.004,724065
15075,16308,112,150,-0.0124,778247
11398,15000,93,119,-0.1805,374708
13646,15951,112,148,-0.011000000000000001,194201
10134,13904,111,149,-0.0125,359285
12404,10318,74,124,-0.2019,495488
4860,17588,82,124,-0.2409,67691
15025,11743,82,116,-0.248,447200
10348,10605,90,124,-0.2109,614590
8684,10613,82,116,-0.2663,65630
13644,14896,83,126,-0.2492,886635
1488,10136,81,126,-0.2599,469459
6909,12348,78,132,-0.1825,733839
14296,14121,85,124,-0.2495,176555
2145,14312,84,124,-0.2394,634696
10509,10284,85,111,-0.2348,113013
5942,9714,84,116,-0.256,947142
5908,15643,85,124,-0.2409,29448
5568,16835,86,125,-0.2171,588764
6032,11804,81,108,-0.2623,628940
11139,11084,82,111,-0.2661,518309
4228,19028,84,117,-0.2415,241141
12684,29612,82,125,-0.2489,203817
2852,31551,101,133,-0.1004,645190
2463,12571,84,124,-0.2387,17896
12159,22254,101,132,-0.1038,76275
3304,37460,106,135,-0.065,125806
7623,13292,104,132,-0.0891,192370
11361,17532,100,132,-0.0989,815387
13894,11880,89,118,-0.2067,228249
163,16861,102,134,-0.0978,718426
11359,10747,89,116,-0.2079,932818
11696,20658,104,134,-0.0778,916567
6056,23267,96,133,-0.1261,649540
15838,27036,96,134,-0.1125,931696
13936,45215,103,135,-0.0825,305844
2293,33682,99,134,-0.0895,192945
11953,41956,99,133,-0.0995,751675
10644,20262,107,135,-0.0633,123861
10193,12417,115,132,-0.0489,59510
5549,64288,89,126,-0.125,945203
8040,21649,99,126,-0.1282,818484
10746,84630,77,127,-0.1523,817030
3376,35912,79,127,-0.165,546945
17144,15121,101,134,-0.0842,970187
11608,16538,104,134,-0.0965,685037
2873,15515,99,126,-0.1403,878907
16268,15524,107,127,-0.0881,94637
18918,11579,101,127,-0.1044,713559
15733,16975,104,132,-0.0978,932564
17634,18644,99,127,-0.1064,24550
434,25516,78,127,-0.1624,12213
11292,79690,78,132,-0.1093,296550
5585,58587,63,127,-0.1984,919840
7458,21321,104,141,-0.0536,155443
10141,18238,100,151,0.0034,361251
14689,10350,56,111,-0.3205,433462
18897,11278,79,108,-0.2837,511108
5675,14626,73,124,-0.2947,662636
2430,30422,50,124,-0.319,941763
6684,10893,65,111,-0.3025,838314
14593,21300,67,124,-0.2796,832202
14626,21603,27,110,-0.4119,875016
12881,12193,56,126,-0.3339,839649
14430,48309,65,124,-0.2728,645625
15865,12351,100,127,-0.1228,290066
14121,16076,103,132,-0.1029,576054
16438,25096,56,141,-0.1512,60589
11029,97966,46,125,-0.2605,531678
8883,15672,85,133,-0.1063,865771
9920,57020,95,127,-0.1515,287330
3484,296673,42,143,-0.059000000000000004,939492
14828,515942,6,148,-0.0622,297269
10765,271889,44,125,-0.1963,601978
3489,26745,71,125,-0.2233,678903
11942,38401,48,134,-0.2,907989
4028,1826,110,135,-0.049,921004
18838,591111,45,125,-0.18,40251
13112,617708,38,124,-0.1891,430299
14348,5361,63,93,-0.39299999999999996,98707
18936,8720,48,84,-0.5063,655251
14460,9105,65,94,-0.3868,571633
2121,22991,55,94,-0.4168,482958
3926,9110,64,94,-0.3864,449393
15111,17101,101,125,-0.121,270575
16909,11491,87,126,-0.1688,233278
1389,39648,92,141,-0.12,860369
18686,21326,95,133,-0.1231,767673
17914,13374,110,134,-0.0587,453751
9202,23894,102,134,-0.1153,565208
14135,716869,4,140,-0.1581,641191
19718,35308,127,151,0.0903,11340
14341,140521,101,151,-0.0242,484196
15741,10340,71,116,-0.2656,149442
7437,13987,97,141,-0.1258,186220
18381,17566,99,140,-0.0851,684417
14579,14533,76,125,-0.18899999999999997,987229
18747,20323,74,127,-0.2021,510140
557,12881,99,133,-0.0852,619374
12996,22532,97,134,-0.1019,555183
16173,17419,111,135,-0.0615,45670
19108,24476,96,134,-0.1023,694956
8707,18711,103,133,-0.0921,109076
13522,34142,90,133,-0.1226,404502
14174,18047,96,133,-0.1243,389768
1058,18013,121,143,0.0272,26630
17436,14353,102,126,-0.1029,897658
13553,21380,99,127,-0.1162,607450
6633,14618,97,141,-0.079,818420
14766,10957,105,141,-0.0593,886750
5127,5729,90,117,-0.2007,612569
19610,7446,71,108,-0.2991,51871
11732,12909,81,117,-0.2301,607842
2668,29386,86,103,-0.2665,991305
8349,76438,70,103,-0.3298,661350
4211,14838,100,119,-0.1349,519949
12403,23697,93,118,-0.1951,251733
16798,15146,117,140,-0.0139,760111
4798,16759,114,134,-0.0156,961998
3372,13299,122,142,0.0087,335900
16187,21545,118,141,-0.0099,221505
9355,21640,119,143,0.0063,783382
7049,16258,118,140,0.0161,354328
12888,26197,123,141,0.0182,461681
11695,17587,96,118,-0.187,932935
6693,19311,120,141,0.0058,225009
4801,13577,125,142,0.0298,697651
7126,18123,114,133,-0.0302,538699
8544,39987,127,157,0.0626,239823
16439,24783,118,134,-0.0221,250288
10818,24530,120,140,-0.0019,9979
15549,22591,119,135,-0.0195,296940
11802,12543,110,132,-0.0842,779162
7248,22232,115,133,-0.0457,973519
3775,30966,106,132,-0.0836,789646
2766,20512,80,118,-0.2476,465194
3416,37264,113,132,-0.0548,270850
11477,26849,88,119,-0.2085,509208
7195,27597,111,134,-0.0585,533167
13083,28445,96,126,-0.1769,292303
11185,46226,110,127,-0.07400000000000001,602101
8005,25231,107,126,-0.0916,868481
10833,6337,97,132,-0.1159,170088
11794,12693,90,140,-0.1301,802506
3203,10868,92,140,-0.1424,867145
10962,23009,66,124,-0.2633,239521
18391,5712,89,117,-0.2031,826146
19297,29885,54,133,-0.2295,684725
11237,31689,79,124,-0.1962,61988
9240,15080,89,126,-0.1524,131766
2062,13351,49,101,-0.4422,523060
17894,95600,103,119,-0.1435,334178
2108,21321,118,134,-0.0202,143392
16069,202897,101,135,-0.0958,497899
4988,6391,118,141,0.019,2750
5106,39202,96,111,-0.2004,578633
16422,17260,99,126,-0.1676,383605
18887,128883,107,126,-0.0904,528628
14472,22761,120,135,-0.001,61415
11126,16504,54,190,-0.0157,237929
11717,89110,113,156,0.0548,813233
8928,3489,116,126,-0.0601,792470
11192,124716,55,126,-0.2066,196775
19979,61209,106,127,-0.1078,218921
7692,197365,103,132,-0.0903,372258
14015,104555,99,119,-0.1447,943759
16142,10500,134,149,0.0938,518201
16907,5744,82,109,-0.2762,216575
8215,6013,79,101,-0.3092,930582
858,9512,111,135,-0.0473,603579
3707,5842,108,140,-0.0686,218133
2467,5917,92,117,-0.18899999999999997,310701
4671,5111,89,110,-0.2321,225992
12264,8170,95,119,-0.1711,872891
6251,5003,95,127,-0.1503,344448
12073,6318,97,118,-0.1634,204330
12949,361568,64,118,-0.3442,941449
4280,1290423,78,252,-0.1454,428598
17089,1096472,78,141,-0.1574,715563
11139,50750,130,158,0.1044,29296
12910,724380,85,134,-0.1515,908493
9063,111196,97,134,-0.1145,401687
1882,173468,97,132,-0.1171,267469
1550,1689009,61,135,-0.1635,511916
11099,201109,91,132,-0.1512,132323
17379,39231,105,127,-0.1064,929426
5066,22315,105,134,-0.1014,828164
11614,62384,110,134,-0.0752,243938
7342,43968,111,133,-0.0666,914544
5040,15364,109,127,-0.0767,928820
11534,25843,106,126,-0.1066,485691
226,345545,89,127,-0.1709,447667
11604,24816,116,134,-0.0402,149237
11306,14877,116,134,-0.0473,769204
12645,14029,110,127,-0.079,207014
18748,12886,109,126,-0.0931,737527
3358,11560,203,220,0.6421,919617
16232,96340,50,108,-0.3225,209222
13863,63000,35,116,-0.2599,816699
5819,68556,127,141,0.0461,708384
19451,297086,122,142,0.0348,566090
4641,17363,84,109,-0.2506,495115
9938,14169,84,116,-0.2313,821224
17570,14727,103,127,-0.0869,243453
19270,22098,89,132,-0.1236,13727
3028,19997,101,127,-0.0917,558856
7890,7181,89,123,-0.15,251300
10528,6216,80,103,-0.2858,616101
638,7296,97,132,-0.1094,22405
6182,6735,99,127,-0.12300000000000001,953430
10187,5418,98,132,-0.1182,461067
8561,3476,99,121,-0.124,558634
4128,7446,87,127,-0.1569,223204
1183,9260,81,127,-0.1685,152475
7925,7279,82,125,-0.1876,502930
7677,10892,115,140,0.0011,735374
1441,6942,116,143,0.0043,379817
8511,4162,88,117,-0.2069,761236
3993,5464,82,108,-0.2511,319935
2159,18503,82,127,-0.1497,340889
19970,26729,77,122,-0.1906,585165
19169,18327,54,118,-0.2769,147450
19512,17802,132,150,0.0865,317590
14243,7457,91,125,-0.1433,457965
19419,14982,125,142,0.0358,580285
18356,21031,77,118,-0.225,629257
13715,6750,92,134,-0.1211,165611
3456,9347,61,119,-0.2624,443420
6314,8292,93,132,-0.1246,450370
15849,13866,128,149,0.0726,273379
1817,22418,93,119,-0.1892,409198
12442,6135,89,127,-0.1591,352046
13985,9203,91,124,-0.16399999999999998,424138
5794,20438,48,126,-0.2397,157012
10928,11674,73,133,-0.1709,756928
4401,7164,87,135,-0.152,962885
553,3806,102,134,-0.099,475885
3889,9704,71,132,-0.17600000000000002,973754
15084,14697,118,143,0.0344,78581
1480,13836,58,135,-0.2279,416927
14911,7842,78,132,-0.1721,925018
10698,45968,40,141,-0.2455,842997
6774,6936,102,135,-0.0816,609057
232,13351,85,125,-0.1588,277950
8245,13108,81,132,-0.1394,928808
13095,112240,36,116,-0.2824,814101
19826,7197,91,134,-0.1215,642094
12110,9458,77,110,-0.2611,94627
5787,14729,71,114,-0.2576,673148
17117,116623,42,117,-0.2904,504188
19341,8745,77,133,-0.1668,984178
18383,8210,99,143,-0.0704,550587
18193,8586,101,142,-0.0136,996711
6288,22601,101,135,-0.0755,854813
652,49848,92,124,-0.146,448223
19305,12808,102,124,-0.1223,596884
8921,6216,100,132,-0.11699999999999999,987945
1142,10211,111,134,-0.0615,352760
13823,6100,101,126,-0.1175,855247
1010,14120,103,253,-0.0652,442515
19540,6091,104,124,-0.1188,42227
10292,9016,82,102,-0.2813,575182
6621,19652,91,126,-0.161,901329
9269,61342,84,133,-0.168,271825
6878,42862,25,132,-0.2575,144863
4861,21009,77,134,-0.154,400181
15643,6734,70,109,-0.2793,75315
9008,7987,73,109,-0.2744,713200
5099,16692,109,134,-0.0481,514239
19821,7768,96,126,-0.1452,160247
3616,3751,105,126,-0.11199999999999999,808689
14955,8268,91,125,-0.1388,106686
