id,strong_team,strong_score,strong_overall,strong_avg_age,ft_id
99,Colombia,2,78,24.7,797
5893,Germany,0,84,24.96,798
4815,Greece,1,74,25.83,799
6388,Portugal,1,80,27.35,800
4607,Romania,1,72,26.17,801
419,Poland,2,75,26.52,802
6999,Venezuela,0,71,26.26,803
2205,Turkey,2,76,25.09,804
6852,Mexico,3,76,26.52,805
7632,France,2,81,25.83,806
1704,Finland,1,69,25.26,807
1088,Greece,4,74,25.83,808
1809,Poland,2,75,26.52,809
6513,Brazil,3,82,24.96,810
4564,Ecuador,2,69,26.35,811
3450,Italy,2,79,26.48,812
5250,Netherlands,2,79,24.35,813
7661,Argentina,0,82,26.91,814
4663,Chile,4,76,27.26,815
492,Colombia,0,78,24.7,816
5565,Venezuela,2,71,26.26,817
4808,Colombia,1,78,24.7,818
3805,Uruguay,1,76,25.96,819
3480,Norway,0,71,24.17,820
5557,Argentina,1,82,26.91,821
2865,Belgium,3,81,24.78,822
983,Germany,0,84,24.96,823
1377,Peru,1,71,26.09,824
2449,Spain,2,83,25.04,825
4270,Netherlands,3,79,24.35,826
3261,Portugal,0,80,27.35,827
1278,Sweden,2,74,26.3,828
4926,Norway,1,71,24.17,829
4748,Switzerland,2,77,24.0,830
7202,Brazil,3,82,24.96,831
315,Argentina,1,82,26.91,832
3437,Denmark,2,74,25.13,833
5332,France,0,81,25.83,834
3814,Italy,2,79,26.48,835
683,Paraguay,2,71,26.48,836
7345,Poland,3,75,26.52,837
4349,Turkey,0,76,25.09,838
6372,Uruguay,3,76,25.96,839
5783,Venezuela,1,71,26.26,840
536,Sweden,3,74,26.3,841
5789,Ivory Coast,3,76,26.0,842
2067,Colombia,3,78,25.61,843
5749,Argentina,2,83,27.57,844
1346,Scotland,1,74,28.22,845
3172,Paraguay,2,74,27.65,846
470,Spain,1,84,26.22,847
2284,Peru,2,72,26.7,848
567,Turkey,2,77,25.35,849
2586,Wales,1,74,25.96,850
7018,Brazil,2,83,26.74,851
5638,Mexico,3,77,26.57,852
3398,Switzerland,0,78,25.0,853
2792,France,3,82,26.65,854
1793,Portugal,0,81,27.57,855
3701,Cameroon,2,73,24.17,856
7434,Germany,2,84,25.22,857
981,Poland,5,76,26.43,858
7221,Spain,0,84,26.22,859
1512,Slovenia,0,74,27.78,860
2553,Argentina,2,83,27.57,861
6920,Turkey,2,77,25.35,862
218,Colombia,3,78,25.61,863
3615,England,1,81,25.57,864
1571,France,4,82,26.65,865
4800,Germany,4,84,25.22,866
2896,Mexico,2,77,26.57,867
6240,Norway,2,73,24.52,868
6297,Brazil,2,83,26.74,869
1486,Portugal,2,81,27.57,870
143,Denmark,0,76,26.22,871
3665,Cameroon,0,73,24.17,872
3474,Sweden,1,75,26.78,873
4847,Uruguay,1,77,26.3,874
4199,Chile,4,78,27.83,875
3845,Ivory Coast,0,76,26.0,876
615,England,2,81,24.57,877
2654,England,2,81,24.57,878
4162,Netherlands,1,79,24.26,879
3352,Mexico,1,76,26.13,880
1417,Belgium,2,81,25.09,881
3831,Italy,1,80,27.48,882
4447,Portugal,3,81,27.0,883
1195,France,3,82,26.7,884
845,Sweden,0,75,26.65,885
3947,Belgium,1,81,25.09,886
2792,Russia,1,78,27.91,887
7191,Netherlands,2,79,24.26,888
5455,England,1,81,24.57,889
6927,Colombia,2,77,25.7,890
1786,Greece,0,75,25.57,891
2003,Netherlands,2,79,24.26,892
6009,Brazil,0,83,26.78,893
3133,France,3,82,26.7,894
6027,Germany,2,83,24.91,895
3871,Belgium,3,81,25.09,896
395,Uruguay,1,78,27.22,897
4135,Turkey,1,78,25.57,898
1985,Sweden,3,75,26.65,899
3755,Argentina,2,82,27.3,900
4757,Italy,2,80,27.48,901
3660,Greece,2,75,25.57,902
6081,Denmark,4,76,25.22,903
1814,Colombia,2,77,25.7,904
3749,Ecuador,2,72,27.35,905
6396,Uruguay,0,78,27.22,906
5613,Chile,2,77,26.43,907
6486,France,2,82,26.7,908
494,England,1,81,24.57,909
1491,USA,1,75,26.39,910
3487,Brazil,0,83,26.78,911
1579,Poland,1,76,26.13,912
3874,Belgium,0,81,25.09,913
4056,Ireland,1,75,28.78,914
7487,Mexico,1,76,26.13,915
909,Spain,1,84,26.78,916
195,Argentina,3,82,27.3,917
7040,Austria,0,75,26.52,918
1889,Switzerland,1,78,25.61,919
4761,England,2,81,24.57,920
2911,Germany,0,83,24.91,921
7787,USA,2,75,26.39,922
1407,Italy,1,80,27.48,923
4276,Colombia,0,77,25.7,924
3719,Spain,3,84,26.78,925
1223,Argentina,4,82,27.3,926
3185,Belgium,3,81,25.09,927
4317,Chile,7,77,26.43,928
590,Portugal,0,81,27.0,929
3254,France,0,82,26.7,930
2968,Russia,0,78,27.91,931
363,Turkey,2,78,25.57,932
7487,Germany,1,83,24.91,933
4644,Argentina,4,82,27.3,934
97,Colombia,0,77,25.7,935
4759,Portugal,3,81,27.0,936
7624,Italy,0,80,27.48,937
3317,Belgium,1,81,25.09,938
6911,Switzerland,1,78,25.61,939
2593,Colombia,1,77,25.7,940
284,Wales,1,74,25.96,941
6473,Argentina,0,82,27.3,942
5589,France,2,82,26.7,943
1037,Belgium,4,81,25.09,944
3421,Spain,0,84,26.78,945
6675,Portugal,1,81,26.87,946
3358,Belgium,1,81,25.04,947
2735,Germany,1,84,24.39,948
3919,Portugal,2,81,26.87,949
5108,Germany,0,84,24.39,950
5129,France,0,82,26.35,951
6587,Germany,2,84,23.96,952
5480,Turkey,0,77,25.48,953
5858,Argentina,1,82,27.3,954
3594,Spain,2,84,26.7,955
987,Peru,3,68,24.78,956
3918,Colombia,2,76,24.91,957
6383,Brazil,3,83,26.09,958
5592,France,3,82,26.35,959
3595,Netherlands,1,79,24.26,960
7297,Chile,1,77,27.52,961
1921,Czech Republic,0,75,27.39,962
7656,Germany,3,84,23.96,963
2924,Brazil,2,83,26.09,964
300,Chile,3,77,27.52,965
1632,Ecuador,1,73,26.96,966
3721,South Africa,1,71,25.78,967
2369,Netherlands,1,79,24.26,968
692,Portugal,0,81,26.87,969
4586,Uruguay,4,78,27.22,970
3499,Argentina,2,82,27.3,971
3970,Austria,2,75,26.39,972
636,Brazil,5,83,26.09,973
5530,Chile,0,77,27.52,974
4264,Spain,1,84,26.7,975
97,Colombia,1,76,24.91,976
6208,Argentina,2,82,27.3,977
4999,Uruguay,3,78,27.22,978
3101,France,4,82,26.35,979
2974,Switzerland,3,78,24.7,980
3586,Germany,3,84,23.96,981
6781,Mexico,2,77,26.7,982
5142,Poland,3,76,26.22,983
695,France,1,82,26.35,984
3495,Sweden,3,74,26.0,985
7131,Argentina,0,82,27.3,986
7455,Ecuador,2,73,26.96,987
3262,Chile,2,77,27.52,988
4269,Uruguay,2,78,27.22,989
1021,Germany,2,84,23.96,990
458,England,0,80,24.22,991
6792,Brazil,2,83,26.09,992
7200,Belgium,1,81,25.04,993
5299,Brazil,3,83,26.09,994
4860,Chile,0,77,27.52,995
193,Paraguay,1,73,25.52,996
206,Uruguay,2,78,27.22,997
2395,Venezuela,5,71,23.74,998
4284,Czech Republic,2,75,27.39,999
5530,England,3,80,24.22,1000
5813,France,2,82,26.35,1001
3248,Poland,3,76,26.22,1002
1129,Austria,0,75,26.39,1003
7243,Poland,1,76,26.22,1004
6473,Argentina,3,82,27.3,1005
1542,Paraguay,0,73,25.52,1006
6439,Uruguay,1,78,27.22,1007
5666,Denmark,1,76,25.13,1008
1484,Ecuador,3,73,26.96,1009
3467,Spain,2,84,26.7,1010
6957,France,0,82,26.35,1011
6592,Germany,0,84,23.96,1012
4976,Brazil,2,83,26.09,1013
2081,Russia,1,77,27.65,1014
4179,Ivory Coast,2,76,26.0,1015
6688,Brazil,1,83,26.09,1016
5552,Egypt,1,72,27.3,1017
4520,Germany,1,85,24.7,1018
1055,Scotland,1,74,27.57,1019
4118,Argentina,1,83,27.43,1020
3977,Colombia,1,78,26.52,1021
4352,Paraguay,2,75,28.39,1022
2473,Brazil,4,84,26.65,1023
4344,Venezuela,2,74,24.26,1024
4811,Ireland,0,76,28.3,1025
3463,Russia,0,77,26.17,1026
6531,Turkey,2,78,26.43,1027
5696,Belgium,1,83,26.09,1028
2221,Netherlands,0,80,25.3,1029
5789,Portugal,3,83,26.0,1030
7567,Norway,0,74,26.0,1031
1277,Denmark,0,78,24.39,1032
7596,Scotland,1,74,27.57,1033
7083,Austria,1,77,26.17,1034
136,Argentina,0,83,27.43,1035
7634,Brazil,3,84,26.65,1036
3011,Chile,3,79,28.65,1037
649,Colombia,2,78,26.52,1038
2457,Spain,2,85,27.39,1039
2550,Italy,2,82,26.35,1040
6191,Uruguay,1,80,27.22,1041
4843,Portugal,2,83,26.0,1042
1758,Belgium,3,83,26.09,1043
6456,Mexico,3,78,27.26,1044
6437,France,5,83,24.74,1045
1705,USA,1,75,26.91,1046
6224,Uruguay,1,80,28.09,1047
1495,Netherlands,5,81,25.3,1048
5902,Belgium,2,84,26.09,1049
4266,Russia,3,76,26.48,1050
1684,Germany,1,85,24.65,1051
4642,Italy,3,83,26.09,1052
4911,Spain,2,85,26.39,1053
4,Ecuador,1,74,27.48,1054
6932,Paraguay,0,75,28.09,1055
489,Brazil,0,84,26.57,1056
1851,Chile,1,79,28.87,1057
7418,France,1,83,24.74,1058
152,Czech Republic,1,75,25.3,1059
7539,Poland,3,79,27.17,1060
3578,England,2,82,24.91,1061
2295,Austria,1,77,25.61,1062
3635,Mexico,1,78,27.26,1063
4486,Brazil,4,84,26.57,1064
703,Colombia,4,78,26.61,1065
5742,France,3,83,24.74,1066
6669,Sweden,1,76,25.74,1067
1617,Chile,2,79,28.87,1068
1217,Chile,2,79,28.87,1069
2544,Portugal,2,83,26.22,1070
327,Germany,3,85,24.65,1071
5663,Portugal,1,83,26.22,1072
2611,Australia,1,72,25.61,1073
5931,Germany,1,85,24.65,1074
3697,Mexico,2,78,27.26,1075
6352,Chile,1,79,28.87,1076
5256,Germany,3,85,24.65,1077
6319,Portugal,0,83,26.22,1078
3851,Germany,4,85,24.65,1079
3625,Mexico,2,78,27.26,1080
1848,Germany,1,85,24.65,1081
4982,Portugal,2,83,26.74,1082
6980,Brazil,2,84,26.35,1083
6818,Sweden,2,76,25.74,1084
4139,Chile,0,79,28.87,1085
2226,France,4,83,24.74,1086
2223,Peru,2,70,24.7,1087
6733,Argentina,0,83,27.7,1088
1255,Colombia,0,78,26.61,1089
2001,Germany,2,85,24.65,1090
2340,Poland,0,79,27.09,1091
1674,Spain,3,85,26.39,1092
4791,Austria,0,77,25.61,1093
3987,Belgium,2,84,26.09,1094
5114,Portugal,1,83,26.74,1095
7069,Netherlands,3,81,25.3,1096
1406,Germany,6,85,24.65,1097
1265,Czech Republic,0,75,25.3,1098
7334,Argentina,1,83,27.7,1099
3166,Chile,0,79,28.87,1100
7732,Brazil,1,84,26.35,1101
6242,Ecuador,0,74,27.48,1102
6279,Uruguay,2,79,27.91,1103
4243,Argentina,0,83,28.04,1104
1381,Brazil,0,84,27.35,1105
760,Chile,2,79,29.78,1106
7796,Colombia,1,78,27.96,1107
2184,England,1,82,25.7,1108
2649,Germany,3,85,25.52,1109
3829,Uruguay,0,80,27.39,1110
129,Turkey,0,77,26.22,1111
5104,France,1,84,24.87,1112
844,Switzerland,5,78,26.87,1113
2145,Denmark,1,78,26.09,1114
566,Norway,1,73,25.48,1115
3160,Slovenia,2,74,27.22,1116
7182,Turkey,2,77,26.22,1117
6511,Wales,0,75,27.35,1118
3312,Brazil,3,84,27.35,1119
3323,Argentina,3,83,28.04,1120
6301,Netherlands,2,81,25.74,1121
1899,Paraguay,0,74,27.74,1122
7778,Colombia,1,78,27.96,1123
7243,Portugal,2,82,27.57,1124
1547,Uruguay,4,80,27.39,1125
1577,Czech Republic,2,75,25.35,1126
799,Switzerland,1,78,26.87,1127
4107,Turkey,0,77,26.22,1128
7580,Netherlands,1,80,25.43,1129
3003,Belgium,3,84,26.52,1130
6219,Germany,0,85,25.52,1131
1299,France,2,84,25.65,1132
5632,Uruguay,0,80,27.7,1133
4729,Portugal,3,83,27.91,1134
2955,Italy,0,83,26.65,1135
3301,Denmark,0,78,26.04,1136
4683,Peru,0,71,25.17,1137
546,Argentina,1,82,27.87,1138
2758,Switzerland,0,78,26.87,1139
6002,Saudi Arabia,0,73,28.13,1140
212,Italy,0,83,26.65,1141
2257,Poland,0,78,27.09,1142
4123,Uruguay,1,80,27.7,1143
1690,Colombia,4,79,27.74,1144
6548,Brazil,0,84,27.35,1145
802,Germany,2,85,25.52,1146
6338,Denmark,5,78,26.04,1147
1617,Portugal,1,83,27.91,1148
5560,Netherlands,3,80,25.43,1149
5719,Spain,3,86,27.61,1150
4452,Peru,2,71,25.17,1151
2774,Denmark,0,78,26.04,1152
4161,Wales,6,75,26.48,1153
2742,Austria,3,77,25.09,1154
4111,France,2,84,25.65,1155
7605,Spain,1,86,27.04,1156
3374,Switzerland,1,78,26.48,1157
3306,Italy,0,83,25.83,1158
4781,Mexico,3,78,26.39,1159
3052,England,1,82,24.65,1160
4779,Norway,4,74,24.83,1161
5609,Portugal,2,83,27.91,1162
7058,Brazil,3,85,27.35,1163
6487,Turkey,1,77,26.22,1164
1952,Uruguay,2,80,26.74,1165
3659,Canada,1,69,25.48,1166
7235,Chile,2,78,29.26,1167
5584,Czech Republic,4,74,25.17,1168
1889,Portugal,0,83,27.91,1169
5281,Uruguay,1,80,26.74,1170
5828,Colombia,0,79,27.7,1171
7469,Belgium,4,84,26.52,1172
195,Denmark,0,78,26.04,1173
4699,Italy,1,83,25.83,1174
6309,Germany,0,85,25.52,1175
1209,Greece,1,76,26.65,1176
780,Scotland,1,75,27.91,1177
3451,Peru,3,72,25.52,1178
1498,Sweden,0,76,26.57,1179
4189,France,3,84,25.65,1180
640,Spain,6,86,27.04,1181
7080,USA,1,75,25.74,1182
4067,Greece,0,76,26.04,1183
