id,dif_overall,dif_attack,dif_midfield,dif_deffense,dif_bu_speed,dif_bu_passing,dif_cc_crossing,dif_cc_passing,dif_cc_shooting,dif_aggression,dif_preassure,dif_avg_age,ft_id
16864,7,6,8,6,-7,-13,24,-39,16,13,0,2.44,375
15266,0,-1,2,-2,2,12,23,-6,-3,5,-18,0.439999999999998,376
27172,1,1,3,-2,11,4,-4,-1,11,1,8,-2.24,377
17872,1,-2,1,-1,15,8,-15,-10,-20,22,23,-2.12,378
60122,1,1,0,0,-5,6,8,7,8,2,3,1.24,379
70338,1,2,1,5,16,1,20,-2,-16,6,3,1.04,380
63578,9,8,7,12,-1,-19,2,-37,-2,-8,12,1.16,381
40391,1,4,0,1,12,-3,-23,26,25,3,1,-1.08,382
67443,8,3,12,6,-38,-15,-13,-24,6,-5,-8,-0.7200000000000021,383
4978,5,11,2,4,-17,7,-3,8,0,-4,18,-1.52,384
79168,1,-2,0,-2,-17,2,23,8,-4,18,-16,1.08,385
54675,11,12,11,9,3,6,11,9,36,11,27,-0.52,386
36203,12,11,9,10,17,5,18,21,16,10,11,0.870000000000001,387
56879,1,4,0,1,-35,2,5,15,7,-2,-4,2.09,388
65556,1,1,-5,5,-1,3,-12,10,12,-8,-5,0.0399999999999991,389
27777,4,2,6,4,12,-9,0,30,-11,-1,-20,-0.7899999999999989,390
12213,17,17,16,17,-19,-18,-16,-6,3,20,4,1.09,391
43868,2,8,0,2,4,-13,-11,-7,18,19,2,0.560000000000002,392
24867,5,2,3,9,42,3,0,17,19,1,-2,-1.48,393
6866,4,4,4,7,17,3,-13,-13,19,2,26,-1.08,394
66017,16,15,16,13,-1,9,4,12,19,10,26,-0.52,395
60424,3,4,0,6,13,13,-18,-15,13,2,-4,1.18,396
56317,5,1,8,6,11,-4,-12,-14,16,14,-1,-2.35,397
6137,2,7,0,4,-17,2,-18,-32,-2,-10,-2,3.0,398
9189,4,0,7,2,-11,4,-15,-8,4,4,1,1.26,399
20795,0,0,0,-1,8,-8,13,2,1,3,6,2.22,400
63801,1,3,1,1,12,-4,8,2,5,23,11,-1.05,401
66154,10,9,15,4,-9,-22,7,7,-16,18,15,0.48,402
77953,7,5,5,9,-12,-20,-18,10,-4,-6,10,-0.26000000000000195,403
48517,7,8,4,6,21,2,25,18,33,11,12,0.870000000000001,404
2413,16,12,17,16,29,18,10,28,5,-8,27,-0.470000000000002,405
55057,3,4,4,5,3,3,8,33,-25,13,-9,-0.829999999999998,406
54568,6,8,5,9,0,6,-8,-8,0,-7,26,-0.129999999999999,407
80239,12,12,10,16,14,-10,-9,-11,11,1,12,-1.56,408
34054,7,10,6,8,7,2,7,11,1,9,7,-1.13,409
75052,7,10,5,11,-11,-22,-13,-10,-2,7,13,-1.39,410
34488,5,6,7,3,-27,-17,-18,-16,-4,-15,8,-0.7400000000000021,411
26177,1,-1,0,3,10,1,-15,6,3,-12,14,-0.129999999999999,412
15811,11,15,10,13,23,-18,-9,-12,26,21,12,-1.65,413
11839,2,0,5,1,-27,-19,20,-1,-15,0,5,-2.0,414
38897,4,7,5,3,-18,4,-14,-9,3,0,15,-0.21000000000000102,415
27874,1,7,-1,-1,12,-21,2,-5,19,22,8,2.74,416
61240,5,3,7,6,-4,3,-7,3,-17,-1,-1,-0.21000000000000102,417
29804,8,8,8,7,15,-3,14,13,-3,17,3,0.57,418
78626,2,-2,2,2,29,-10,18,32,6,-1,2,-2.7,419
81000,0,3,-4,3,0,1,0,-30,15,-10,20,0.829999999999998,420
69681,2,2,2,4,4,-12,-3,-37,13,12,12,0.30000000000000104,421
9106,1,1,0,3,14,12,-10,8,2,-9,25,0.27,422
62454,10,6,13,8,29,12,18,36,5,-1,1,-0.26000000000000195,423
33424,6,1,4,6,0,-16,0,15,0,10,-10,0.43,424
6835,10,11,5,12,-18,-11,-14,-24,18,0,25,1.05,425
75962,11,12,12,11,-8,-5,-13,1,6,10,-3,0.130000000000003,426
20025,8,8,6,9,46,22,7,18,35,2,-2,1.34,427
80058,7,4,8,7,-8,-5,12,-2,13,1,0,0.0899999999999999,428
57801,6,4,11,4,-38,-15,5,-9,-11,4,6,-0.34,429
50155,6,6,5,9,9,-6,-16,-11,14,-21,15,-0.559999999999999,430
22205,1,-2,3,-2,-17,1,28,9,-1,22,-15,0.649999999999999,431
1476,3,1,5,4,-13,-7,10,7,-13,-9,30,-1.73,432
15781,2,5,3,2,-8,-9,-33,-25,3,-9,-9,0.7400000000000021,433
43758,4,1,5,0,-25,-8,-5,-16,2,13,-24,1.61,434
30697,4,-4,8,3,-30,-6,38,16,-14,13,15,-0.699999999999999,435
4193,0,3,0,2,27,-2,-28,56,15,9,27,-2.83,436
52133,0,-1,3,-2,-7,-1,-23,-9,-3,5,10,-1.83,437
62345,1,3,-1,1,18,0,15,-7,19,4,-12,0.17000000000000198,438
47590,14,11,12,17,-13,-10,-13,-24,6,-5,2,0.66,439
32175,8,10,5,10,12,2,2,11,-4,-1,7,-1.13,440
62154,2,6,-2,2,11,-8,14,17,-10,29,9,1.39,441
82128,10,6,11,12,31,-12,9,21,13,11,14,-4.22,442
17322,6,4,6,8,-22,-1,-11,15,13,-8,3,0.129999999999999,443
49649,1,-5,4,3,13,10,34,25,-15,4,-14,0.48,444
47642,1,2,0,-1,-16,-6,0,-43,20,-3,-6,1.0,445
71046,2,3,4,-2,13,-5,15,-9,13,-7,5,-0.470000000000002,446
67102,8,8,10,7,-15,-11,10,20,-27,-15,-5,0.21000000000000102,447
35597,0,7,0,-8,-28,-3,1,-5,3,1,-4,-1.0,448
80909,0,-3,3,5,-8,-1,-10,-22,9,-15,-20,2.83,449
81877,2,2,4,1,-21,-27,-13,-35,7,12,9,2.56,450
27295,6,8,4,7,21,1,-3,20,22,-8,14,0.699999999999999,451
80363,5,2,5,5,-4,3,-7,3,-17,-1,-1,-0.0399999999999991,452
50517,5,4,7,2,33,9,25,33,22,0,2,0.0799999999999983,453
69887,7,8,2,11,0,-15,0,-15,15,0,10,1.04,454
43136,16,18,15,14,-19,-18,-16,-6,3,20,4,1.92,455
40906,10,12,9,8,27,-13,4,16,12,19,13,-0.0399999999999991,456
42018,1,7,1,1,4,-13,-11,-7,18,19,2,0.34000000000000297,457
30236,15,11,17,15,-9,-5,7,14,20,29,-2,1.35,458
6691,10,12,14,11,-11,-23,7,-17,-14,-3,7,0.91,459
79706,8,8,9,5,0,22,0,4,-1,0,-1,2.61,460
10371,7,8,8,9,25,4,-18,15,2,1,-24,1.09,461
66851,2,4,1,2,-1,3,-12,10,12,-8,-5,-0.26000000000000195,462
81204,7,5,5,8,-10,-9,-18,16,-22,-8,8,-2.13,463
22423,12,15,12,14,23,-11,-36,35,24,-2,27,-2.69,464
18,0,-1,1,2,-8,8,-13,-2,-1,-3,-6,-2.4,465
63151,5,1,9,1,17,20,18,36,1,10,1,0.0,466
36282,2,1,-1,2,13,15,-10,24,6,-10,14,-2.04,467
35475,8,7,10,6,15,-3,14,13,-3,17,3,1.09,468
73942,3,-4,6,3,-29,-12,-7,-31,-29,-2,14,-0.219999999999999,469
69806,8,6,7,8,-1,-13,4,8,20,10,27,-2.57,470
5274,6,5,7,5,-11,-23,-6,0,-16,2,15,0.0899999999999999,471
24456,10,6,10,11,-25,-2,-13,-24,2,6,2,0.66,472
83514,1,4,2,1,25,20,-18,0,2,-9,-14,0.18,473
37760,1,3,-4,7,12,-4,8,2,5,23,11,-0.9199999999999979,474
37837,1,2,0,-1,21,18,25,3,33,1,22,0.169999999999998,475
44237,10,9,11,9,-18,-12,-14,6,3,10,5,-0.0899999999999999,476
37354,2,2,-1,5,-12,-7,0,-15,11,11,10,1.0,477
16934,9,8,10,6,-20,-1,19,28,4,15,-1,1.43,478
5995,8,12,4,12,25,5,-18,-15,17,-9,-4,1.22,479
71513,11,14,9,12,9,-23,-26,27,22,7,2,-3.0,480
61208,10,11,10,10,19,-5,-9,14,11,16,7,-2.44,481
19542,11,16,11,8,5,-19,-5,17,-4,12,27,-1.0,482
49765,1,7,2,1,3,9,-15,4,18,-12,-9,-1.56,483
71462,1,8,0,-1,12,-21,2,-5,19,22,8,2.74,484
6614,3,5,4,0,4,19,7,1,16,1,0,2.65,485
55383,11,8,12,12,-4,-9,-8,-21,9,-11,0,-0.0399999999999991,486
20458,7,4,7,9,-24,-2,-7,1,23,12,-5,0.259999999999998,487
9894,5,6,3,6,12,-8,0,0,4,-11,0,0.0399999999999991,488
52212,7,5,5,14,15,0,5,18,-1,4,4,1.52,489
40634,11,16,7,11,-8,-22,-1,2,-1,16,3,0.0,490
48699,4,1,2,7,17,-17,18,17,17,10,12,-1.57,491
17786,6,5,5,4,17,21,18,6,16,0,21,0.129999999999999,492
34961,9,4,9,9,15,8,2,21,-7,-3,5,-2.78,493
56116,4,3,8,4,-26,-3,-22,-27,-11,-14,5,-1.78,494
66337,3,7,3,1,17,1,13,7,0,18,17,-0.829999999999998,495
49934,3,1,3,0,-43,-16,4,-9,1,9,29,-1.18,496
25925,2,-1,4,2,-20,1,-13,6,-32,-13,3,-2.43,497
12512,11,13,7,12,-18,-11,-14,-24,18,0,25,0.0399999999999991,498
18794,1,-7,3,3,-5,-9,-1,-30,-12,-3,14,0.48,499
25159,5,6,3,9,-10,5,7,-14,-3,5,12,-0.43,500
65945,3,1,3,7,-7,-2,5,-1,-3,-10,-11,1.22,501
40522,1,5,0,1,19,-9,-29,-12,8,-3,1,-2.13,502
82186,5,0,8,5,-25,-10,-5,-41,-13,-3,-14,-0.7399999999999979,503
30234,5,1,7,7,0,1,13,0,-20,-12,5,-0.0400000000000027,504
62229,1,0,3,-4,1,13,-5,26,-20,-15,-5,0.48,505
57504,7,8,8,5,-20,-23,4,-2,-23,-6,10,-1.09,506
18230,0,-1,-2,7,-4,-5,-13,-28,14,2,-1,-2.79,507
29515,6,5,5,10,0,6,-8,-8,0,-7,26,-0.949999999999999,508
77497,3,1,5,1,12,-7,-16,3,10,7,0,-1.22,509
71480,2,5,4,-2,7,-1,12,5,-26,7,22,-2.74,510
77782,0,5,-3,1,30,14,-3,28,6,-3,-7,-2.13,511
77432,0,5,0,-5,-8,2,2,-7,2,5,3,-2.74,512
29833,3,1,3,7,-7,-2,5,-1,-3,-10,-11,1.22,513
62498,7,3,9,6,-21,-12,5,-8,-10,-13,-26,1.3,514
35500,16,16,17,15,-2,3,-29,-10,-1,5,-18,1.61,515
33824,5,1,7,7,0,1,13,0,-20,-12,5,-0.0400000000000027,516
9129,10,10,15,10,18,-4,7,31,18,14,16,0.21000000000000102,517
27485,1,0,3,-5,-33,-12,0,-35,-9,-2,10,-0.52,518
73107,4,1,4,4,-13,-3,8,-10,-5,10,-15,1.17,519
7914,7,7,11,2,-25,1,0,-12,-10,-13,-26,3.04,520
66005,2,0,4,-2,11,-9,-28,43,20,16,1,2.17,521
71085,4,11,-2,4,38,2,-5,12,18,9,-3,2.08,522
63991,4,4,2,6,-36,-13,-36,-3,-20,-9,-3,-1.56,523
73860,2,2,-2,2,-23,-9,4,-15,-9,-3,14,2.18,524
6419,7,7,6,5,-11,6,16,18,2,3,-4,1.52,525
53170,3,0,1,5,-9,2,-10,-6,13,-9,-21,0.30999999999999894,526
40273,7,2,8,7,1,-2,-2,-17,9,13,9,-1.61,527
47367,7,3,6,13,-14,-1,10,-27,7,-11,-37,1.56,528
32469,2,5,0,-2,-2,-5,15,0,-1,17,14,0.44000000000000106,529
41270,3,6,3,-1,10,-11,-19,-4,-17,-12,-4,-1.26,530
223,4,5,6,4,15,-13,-16,-22,-2,-1,-11,1.08,531
60371,10,12,12,8,-19,-13,-37,1,13,8,13,0.18,532
55565,11,16,11,16,23,11,-24,6,-3,-8,6,0.0,533
64051,3,4,2,2,-8,-9,-33,-25,3,-9,-9,-0.0899999999999999,534
43970,2,-6,-1,0,2,23,10,15,-16,-12,8,-1.82,535
3319,8,2,11,9,13,6,12,12,25,19,8,0.219999999999999,536
47115,8,14,6,8,7,-16,12,-10,-11,0,22,-1.43,537
19150,6,6,3,5,-9,-8,3,6,-1,14,14,0.530000000000001,538
45399,5,6,5,9,11,-3,-17,-9,-3,-3,0,-1.13,539
71360,5,1,5,4,6,10,-1,8,2,7,10,-2.13,540
58983,1,-7,-1,4,0,-22,-12,29,27,6,21,-0.829999999999998,541
81171,10,12,9,10,-22,-23,0,-19,-9,-1,3,1.05,542
74557,1,6,-1,-3,-16,-18,-12,-5,19,15,-5,0.869999999999997,543
74591,2,-3,3,6,7,-8,36,19,2,3,25,-3.91,544
16727,8,6,10,9,4,5,17,21,-14,2,-12,-1.3,545
65976,6,3,12,4,-5,-21,1,1,32,-8,25,0.30999999999999894,546
78082,22,17,31,20,4,10,5,12,7,5,3,1.43,547
66193,10,15,9,8,17,-1,-13,0,5,-4,-9,1.74,548
4562,9,7,8,9,0,4,20,26,3,19,6,-1.05,549
60423,3,7,-1,8,3,4,8,3,-10,3,11,-0.47999999999999704,550
22266,5,7,4,5,-25,-14,22,2,-12,0,14,2.35,551
53532,6,8,7,5,3,-25,-8,-21,-4,10,23,0.0400000000000027,552
2169,8,6,7,10,15,-16,20,16,4,1,3,-3.96,553
73613,8,7,10,5,23,-4,-20,-4,13,9,-14,-1.13,554
83464,6,-1,7,7,-19,4,-2,23,-35,-17,6,-1.44,555
65473,4,2,5,7,10,-3,-1,-18,17,12,15,-0.780000000000001,556
916,1,1,-2,0,10,-3,19,15,3,7,13,0.530000000000001,557
36031,5,-3,8,6,-2,1,1,13,-22,0,-8,-1.78,558
32364,8,11,5,12,4,6,17,-9,1,-8,8,-1.61,559
79684,6,14,2,2,-3,-10,16,2,-1,2,9,-0.44000000000000106,560
74948,11,5,17,12,19,26,28,22,3,-8,-10,1.78,561
73603,5,3,6,5,2,-23,-6,-38,8,-11,1,0.91,562
82005,10,16,8,8,-19,-14,-31,-25,18,19,14,2.0,563
55032,7,7,5,9,10,-14,2,-10,-2,7,7,-0.529999999999998,564
36232,7,1,6,6,23,-17,-28,43,24,5,1,1.48,565
10431,1,-4,2,1,-13,-10,10,-16,10,-10,12,0.259999999999998,566
3855,6,2,9,9,-20,6,-25,-14,17,-5,-20,1.65,567
78636,4,6,6,0,-2,-21,-10,-1,13,18,21,0.130000000000003,568
53510,2,-1,3,1,-9,-7,3,10,2,12,3,1.52,569
34471,5,2,3,9,-2,2,1,-17,-7,-10,12,-2.09,570
18506,4,0,6,1,8,9,-4,18,15,10,-3,-1.78,571
28143,8,3,8,9,9,-6,-16,-11,14,-21,15,0.5699999999999971,572
56569,6,8,6,6,-21,-12,24,-8,4,-1,-14,1.65,573
14718,10,9,8,7,18,-25,-16,33,9,16,23,-0.48,574
74689,9,10,11,10,-25,-2,-13,-24,2,6,2,-0.30999999999999894,575
38477,1,1,1,-1,-16,-14,-23,-9,12,4,-6,0.780000000000001,576
52143,2,0,3,3,-21,1,35,6,-16,1,12,-3.13,577
51620,4,8,3,4,0,-16,1,1,9,1,-11,0.7400000000000021,578
77692,4,2,3,4,-15,-9,-37,-14,-16,-5,1,-2.0,579
6646,6,7,5,7,14,-27,2,-36,13,12,12,0.82,580
31623,16,15,16,18,-2,-19,-41,19,26,11,3,1.87,581
33239,7,6,9,8,22,4,-26,5,4,-11,3,1.57,582
76105,3,8,1,4,-5,3,2,-10,-15,6,13,-1.61,583
54424,2,4,5,0,14,-7,13,8,1,14,27,-0.699999999999999,584
68151,5,-4,7,4,-30,-6,38,16,-14,13,15,-0.7399999999999979,585
65188,9,10,7,13,-2,-14,2,-16,2,-9,1,-1.0,586
61496,10,10,9,10,-36,-21,-13,-22,-12,-6,-13,-0.169999999999998,587
3469,10,7,11,8,26,-21,-4,-14,28,22,15,-1.48,588
9364,7,6,6,13,0,6,-8,-8,0,-7,26,0.219999999999999,589
73534,0,-7,3,-1,-25,-20,18,0,-2,9,14,-0.649999999999999,590
80252,4,5,3,1,4,-9,-6,-13,-1,-8,2,-0.870000000000001,591
8831,5,10,3,4,-16,-13,-15,-7,25,10,13,3.0,592
35411,7,5,6,6,-11,-22,-13,-10,-2,7,13,-1.78,593
76715,6,5,3,9,12,13,-8,7,-11,-18,16,0.349999999999998,594
11777,3,0,5,1,19,1,-6,3,11,11,14,-0.52,595
74340,1,4,0,1,2,3,-1,-15,35,13,12,3.08,596
9246,1,0,4,-3,5,-11,4,-5,9,20,-11,-1.96,597
52947,3,0,4,5,-25,-6,-16,-14,29,5,12,2.65,598
21439,4,-2,5,9,5,3,-10,2,15,-13,13,1.83,599
79182,2,-2,5,1,35,-2,10,11,-5,2,-10,-2.78,600
46407,0,-2,1,2,6,-8,6,-13,17,9,12,1.74,601
70941,0,-3,-1,1,6,-8,6,-13,17,9,12,0.7400000000000021,602
19611,0,-2,2,2,6,-8,6,-13,17,9,12,1.13,603
56644,0,-3,0,1,6,-8,6,-13,17,9,12,0.130000000000003,604
38359,5,5,5,2,-14,5,-2,10,3,3,3,-0.30000000000000104,605
83456,5,6,4,3,-14,5,-2,10,3,3,3,0.43,606
74623,4,5,4,1,-14,5,-2,10,3,3,3,-1.3,607
34460,4,6,3,2,-14,5,-2,10,3,3,3,-0.57,608
44831,9,12,6,9,-16,-3,15,-12,-10,0,10,-0.39000000000000107,609
24062,8,12,5,9,-16,-3,15,-12,-10,0,10,0.9199999999999979,610
23547,9,12,7,9,-16,-3,15,-12,-10,0,10,-1.44,611
35881,8,12,6,9,-16,-3,15,-12,-10,0,10,-0.130000000000003,612
20283,2,0,2,2,35,-2,10,18,-5,2,-10,-4.52,613
35712,1,-1,2,2,35,-2,10,11,-5,2,-10,-3.78,614
13633,3,0,3,2,31,1,12,14,-5,2,-16,-3.52,615
2555,2,-1,3,2,31,1,12,7,-5,2,-16,-2.78,616
18678,12,4,10,15,-9,-23,-41,34,3,3,14,-0.609999999999999,617
28407,12,1,10,14,-9,-10,-28,1,3,-13,0,-1.61,618
61916,12,5,10,15,-9,-23,-41,34,3,3,14,0.870000000000001,619
32287,12,2,10,14,-9,-10,-28,1,3,-13,0,-0.129999999999999,620
80151,3,4,4,3,-11,4,-15,-8,4,4,1,1.83,621
64059,4,4,4,3,-11,4,-15,-8,4,4,1,1.39,622
32455,3,3,4,3,-11,4,-15,-8,4,4,1,0.8300000000000021,623
28254,4,3,4,3,-11,4,-15,-8,4,4,1,0.39000000000000107,624
8766,3,-3,3,8,-12,4,18,11,14,9,-2,1.39,625
18452,2,-2,2,6,-12,4,18,11,14,9,-2,0.26000000000000195,626
51866,3,-3,3,8,-8,3,11,-17,3,-6,-14,2.3,627
9408,2,-2,2,6,-8,3,11,-17,3,-6,-14,1.17,628
47855,0,-2,1,-2,26,7,13,13,13,4,28,-1.22,629
39753,0,-4,1,0,26,7,13,13,13,4,28,-2.22,630
32259,0,-2,2,-3,37,24,25,46,13,4,28,-2.22,631
7723,0,-4,2,-1,37,24,25,46,13,4,28,-3.22,632
20057,0,1,-1,4,-9,12,8,3,-16,14,11,-0.43,633
67876,1,-2,1,-4,9,-12,-8,-3,16,-14,-11,-0.26000000000000195,634
31152,0,2,-2,4,-9,12,8,3,-14,14,11,-1.43,635
48269,1,-3,2,-4,9,-12,-8,-3,14,-14,-11,0.7399999999999979,636
58088,10,9,8,14,27,-8,-9,12,8,7,10,-2.96,637
40223,10,9,8,13,27,-8,-9,12,8,7,10,-3.96,638
66957,11,9,9,14,23,-5,-7,8,8,7,4,-1.96,639
77641,11,9,9,13,23,-5,-7,8,8,7,4,-2.96,640
6953,2,1,1,3,1,4,-13,11,-3,-10,-23,1.78,641
55217,1,1,0,3,1,4,-9,11,-3,-10,-23,0.0399999999999991,642
15788,2,1,1,3,1,4,-13,11,-3,-10,-23,2.35,643
8194,1,1,0,3,1,4,-9,11,-3,-10,-23,0.609999999999999,644
70323,1,2,2,4,3,2,-23,3,10,3,-7,2.14,645
75795,1,2,2,4,4,3,-23,3,10,3,-7,1.22,646
39380,0,-1,2,-3,-5,-2,19,-3,-10,-3,7,-0.48,647
11785,0,-1,2,-3,-6,-3,19,-3,-10,-3,7,0.44000000000000106,648
49009,2,8,2,0,12,-21,2,-5,19,22,8,0.91,649
74247,3,5,4,3,12,-21,2,-5,19,22,8,3.56,650
82701,2,8,-1,1,12,-21,2,-5,19,22,8,-0.0899999999999999,651
2130,3,5,1,4,12,-21,2,-5,19,22,8,2.56,652
41398,5,8,5,6,-19,15,-4,6,-8,8,-17,3.26,653
32984,5,12,5,6,20,15,-6,5,22,-2,-30,1.48,654
41926,5,8,4,7,-30,-2,-16,-27,-8,8,-17,4.26,655
74979,5,12,4,7,9,-2,-18,-28,22,-2,-30,2.48,656
4709,4,9,1,2,6,4,16,8,8,2,-4,0.609999999999999,657
41522,4,9,2,2,6,4,16,8,8,2,-4,-0.44000000000000106,658
70067,4,8,1,3,6,4,16,8,8,2,-4,-0.0800000000000018,659
38761,4,8,2,3,6,4,16,8,8,2,-4,-1.13,660
46889,5,11,3,1,10,-5,-4,2,-13,6,1,-2.57,661
22994,6,10,4,3,10,-5,-4,2,-13,6,1,-1.44,662
26930,5,11,2,1,10,-5,-4,2,-13,6,1,-1.96,663
67385,6,10,3,3,10,-5,-4,2,-13,6,1,-0.8300000000000021,664
15843,12,10,17,11,20,24,26,39,-11,13,12,1.74,665
9792,10,10,14,11,20,24,26,39,-11,13,12,0.0899999999999999,666
82525,12,11,16,11,20,24,26,39,-9,13,12,0.7400000000000021,667
62845,10,11,13,11,20,24,26,39,-9,13,12,-0.91,668
78673,11,10,7,12,-25,-10,18,-2,-8,12,13,0.91,669
33677,11,10,7,12,-21,-11,11,-30,-19,-3,1,1.82,670
2071,10,10,6,12,-25,-10,18,-2,-8,12,13,2.22,671
73690,10,10,6,12,-21,-11,11,-30,-19,-3,1,3.13,672
34133,1,1,2,0,26,5,5,7,3,3,-7,0.57,673
6432,1,1,5,-1,26,5,5,7,3,3,-7,1.39,674
60754,0,0,-1,1,-26,-5,-5,-7,-3,-3,7,-0.959999999999997,675
1912,0,0,-4,2,-26,-5,-5,-7,-3,-3,7,-1.78,676
79518,3,1,10,7,-3,-1,-16,-18,-7,9,1,-2.04,677
17497,2,1,2,1,-4,13,27,31,-19,-12,5,-1.31,678
14496,1,4,3,0,-22,12,-6,-12,3,-3,-18,4.22,679
25204,4,4,5,4,4,5,-7,-5,0,3,3,-1.22,680
7940,1,-1,2,3,30,9,6,23,-14,-18,1,-3.22,681
80420,5,8,3,7,-4,-2,7,4,-1,7,-9,1.09,682
24145,1,2,1,1,-7,5,0,19,4,-1,-11,-0.35000000000000103,683
787,9,9,9,6,13,6,12,12,25,19,8,-1.26,684
13943,3,3,1,4,-1,-1,5,-7,3,0,0,0.43,685
78733,3,-3,3,3,16,5,-11,6,28,15,-15,-1.92,686
28635,6,8,5,5,-10,-19,1,-8,-1,3,0,0.7400000000000021,687
39573,4,5,2,4,-5,-6,16,-7,2,17,14,1.35,688
81237,10,8,8,6,18,-5,-2,8,13,17,4,-3.31,689
55834,4,5,2,6,-5,1,15,1,-10,-13,-16,-0.8300000000000021,690
66946,2,-1,0,4,10,-11,-19,-4,-17,-12,-4,-1.66,691
60743,6,8,5,6,-8,-17,-6,-13,1,-8,2,-0.48,692
57525,6,8,4,6,11,-7,-7,9,2,-10,11,-1.43,693
3660,1,2,0,1,-4,-5,11,0,-1,17,14,-0.129999999999999,694
82614,1,-2,2,2,-17,-12,-18,-32,-2,0,-2,1.22,695
34911,3,2,3,3,-6,-3,24,-10,-7,-3,7,0.430000000000003,696
83646,2,-1,4,3,5,0,-5,0,-5,-10,0,0.39000000000000107,697
19300,4,5,8,2,9,-9,0,-16,30,20,10,-0.26000000000000195,698
56407,3,6,-2,2,8,-8,29,26,0,10,13,0.6900000000000011,699
54920,9,11,10,10,3,3,0,-10,1,11,-3,-2.17,700
44846,7,16,5,7,-21,1,-9,-17,5,-11,0,-0.57,701
77599,9,11,4,9,25,-5,5,19,5,0,27,-1.0,702
76716,5,7,0,7,-4,3,-7,3,-17,-1,-1,-2.04,703
50989,0,2,1,-1,26,-13,16,14,17,-12,-9,1.31,704
46895,6,8,8,6,-1,4,13,16,-16,-13,-6,-1.18,705
27825,6,7,4,6,-7,-8,2,17,-3,0,0,0.43,706
20348,0,-1,5,0,4,-13,0,-26,15,5,5,2.18,707
72459,1,-2,2,2,-17,-12,-18,-32,-2,0,-2,1.22,708
30726,2,4,0,1,-23,8,-16,4,20,8,13,-0.559999999999999,709
78268,1,2,2,5,14,-2,-18,-2,-6,-3,0,-0.91,710
59871,8,6,5,8,14,11,12,16,-4,-3,3,-2.96,711
60346,7,10,12,7,-1,-4,-17,-16,15,19,-1,-1.26,712
76146,1,1,-1,-3,26,0,11,7,7,7,7,-0.66,713
71889,1,2,5,-3,26,5,5,7,3,3,-7,0.609999999999999,714
22522,7,9,3,5,27,12,7,8,-4,6,-4,1.0,715
37587,3,8,-4,7,1,7,2,1,-7,3,3,-0.91,716
72769,1,0,0,-2,17,17,34,26,-15,-8,9,-0.7899999999999989,717
61932,1,0,3,2,16,-6,-27,-10,15,-7,3,0.920000000000002,718
57821,5,9,2,7,-7,-26,-14,-14,15,29,9,0.129999999999999,719
4842,4,1,7,-2,26,5,5,7,3,3,-7,1.91,720
31615,1,5,0,1,21,-16,0,-1,19,9,0,1.18,721
66084,0,10,-2,-2,-16,6,27,10,-15,7,-3,0.529999999999998,722
2169,0,-1,0,1,24,-8,8,-16,14,2,9,0.44000000000000106,723
45859,14,5,15,13,24,-6,-17,-7,33,2,-4,-0.600000000000001,724
1949,3,0,4,2,-17,-10,10,-10,-7,0,0,0.43,725
49758,0,3,0,-1,-14,-12,10,-8,-2,9,-25,1.87,726
64629,10,11,7,15,-5,-6,0,-24,9,12,-14,0.26000000000000195,727
81752,3,2,2,4,-6,-18,3,7,-13,3,-2,-0.780000000000001,728
17030,6,5,7,13,0,6,-8,-8,0,-7,26,-2.56,729
53398,6,8,6,4,-17,-14,1,11,3,2,-11,-0.780000000000001,730
1013,4,2,1,10,3,7,15,-2,20,9,-17,-1.61,731
62847,1,3,-5,1,5,-11,-3,-4,-12,-2,-3,-2.39,732
8798,0,0,-4,1,1,-3,-8,3,9,20,7,0.91,733
13516,1,4,2,-3,5,8,4,18,9,3,9,-1.82,734
9935,5,-1,9,4,11,-25,-27,-5,10,-5,21,1.79,735
71262,3,0,4,4,-4,1,-11,-17,18,-3,-11,0.22000000000000197,736
61347,1,1,1,-1,-21,-31,-25,-33,-18,-1,-2,1.26,737
81651,3,0,3,6,7,-6,8,-6,8,3,9,0.17000000000000198,738
19967,3,3,3,5,12,-4,15,14,3,16,8,1.39,739
74331,6,5,7,6,4,-21,9,1,4,8,10,0.0499999999999972,740
64287,11,10,12,13,9,-6,-16,-11,16,-21,15,-2.17,741
54288,0,3,-1,0,9,-9,15,13,7,4,-12,0.43,742
5162,6,7,4,8,9,11,17,16,1,7,3,-3.09,743
22753,2,9,2,1,-21,-14,12,-35,-24,12,9,1.74,744
75425,8,11,9,7,-3,1,-14,-14,19,15,2,-0.7399999999999979,745
77622,10,6,7,10,22,-18,5,-6,28,15,6,0.0899999999999999,746
28850,5,5,1,6,12,-22,0,0,4,-1,0,0.6900000000000011,747
70683,3,2,4,2,20,24,26,39,-11,13,12,0.48,748
40450,8,4,11,7,-21,1,-9,-17,5,-11,0,0.52,749
14283,11,18,9,12,-1,-13,4,1,20,10,27,0.7899999999999989,750
11379,2,3,6,1,-4,-5,2,15,-11,17,14,2.18,751
33261,1,0,3,0,5,0,-5,0,-5,-10,0,1.48,752
3035,3,3,1,4,-6,-3,24,-10,-7,-3,7,-0.829999999999998,753
55682,11,5,13,13,12,-16,-8,-8,4,-8,26,-1.39,754
39721,7,8,10,7,21,16,25,18,33,11,12,-1.57,755
75347,3,6,1,2,8,-8,29,26,0,10,13,1.43,756
