id,weak_team,weak_score,weak_overall,weak_avg_age,ft_id
70124,Paraguay,0,71,26.3,776
15672,Chile,0,76,27.22,777
49180,Bulgaria,0,68,26.52,778
66957,Poland,1,75,26.52,779
39275,Finland,1,69,25.26,780
21030,Hungary,0,70,26.96,781
23612,Portugal,0,80,27.35,782
65533,Paraguay,2,71,26.48,783
55294,Sweden,0,74,26.3,784
63629,Slovenia,2,72,26.39,785
62596,Bulgaria,0,68,26.52,786
31443,Turkey,3,76,25.09,787
65761,Northern Ireland,1,69,26.43,788
8652,Romania,0,72,26.17,789
57930,Scotland,2,73,27.57,790
42301,Switzerland,0,77,24.0,791
68168,Mexico,2,76,26.52,792
3129,Austria,4,74,25.39,793
43877,Ecuador,2,69,26.35,794
52416,Bolivia,0,67,26.48,795
9591,Chile,2,76,27.26,796
50537,Peru,0,71,26.09,797
68454,Ireland,1,74,27.74,798
57427,Northern Ireland,3,69,26.43,799
5881,Denmark,0,74,25.13,800
42219,Finland,1,69,25.26,801
15439,Scotland,2,73,27.57,802
51267,Paraguay,1,71,26.48,803
2657,Czech Republic,0,74,27.04,804
59780,USA,2,73,24.61,805
56988,Denmark,1,74,25.13,806
43323,Northern Ireland,1,69,26.43,807
20276,Hungary,3,70,26.96,808
14262,Ireland,1,74,27.74,809
68032,Venezuela,1,71,26.26,810
15961,Bolivia,0,67,26.48,811
2754,Norway,1,71,24.17,812
25322,Czech Republic,3,74,27.04,813
64805,Paraguay,0,71,26.48,814
40209,Peru,3,71,26.09,815
23672,Uruguay,3,76,25.96,816
28624,Bolivia,4,67,26.48,817
65320,Chile,1,76,27.26,818
7042,Ecuador,2,69,26.35,819
48176,Hungary,1,70,26.96,820
35507,Brazil,1,82,24.96,821
26204,Italy,1,79,26.48,822
56266,France,2,81,25.83,823
2280,Paraguay,0,71,26.48,824
31217,England,0,80,25.09,825
68851,Wales,2,73,24.61,826
51371,Russia,1,77,26.65,827
28488,Denmark,1,74,25.13,828
69164,Hungary,2,70,26.96,829
34823,Austria,1,74,25.39,830
37785,Peru,0,71,26.09,831
1421,Colombia,0,78,24.7,832
35606,Sweden,2,74,26.3,833
43604,England,2,80,25.09,834
8806,Romania,2,72,26.17,835
46583,Bolivia,1,67,26.48,836
62972,Czech Republic,1,74,27.04,837
45943,Greece,0,74,25.83,838
63825,Chile,0,76,27.26,839
22889,Ecuador,3,69,26.35,840
49910,Finland,0,69,25.26,841
2424,Cameroon,0,73,24.17,842
51066,Bolivia,2,65,25.52,843
54299,Chile,1,78,27.83,844
66203,Czech Republic,0,73,26.3,845
2333,Ecuador,2,72,27.78,846
15855,Italy,1,81,27.35,847
247,Venezuela,2,71,26.39,848
49574,Sweden,1,75,26.78,849
43339,Northern Ireland,1,70,27.39,850
46235,Uruguay,2,77,26.3,851
39090,Canada,0,66,25.26,852
12714,Ireland,1,75,28.65,853
17574,Netherlands,2,79,24.65,854
44090,Bulgaria,1,69,27.43,855
28640,South Africa,2,71,25.35,856
59253,England,3,81,25.57,857
46242,Finland,0,70,25.96,858
52085,Romania,0,73,27.61,859
3258,Northern Ireland,1,70,27.39,860
56472,Bolivia,0,65,25.52,861
3431,Austria,1,74,25.91,862
9339,Ecuador,0,72,27.78,863
4278,Netherlands,2,79,24.65,864
64459,Russia,2,77,28.39,865
41306,Italy,1,81,27.35,866
563,Canada,0,66,25.26,867
29902,Finland,0,70,25.96,868
30414,Paraguay,2,74,27.65,869
42258,Belgium,1,81,26.0,870
2293,Scotland,1,74,28.22,871
63146,South Africa,0,71,25.35,872
53316,Czech Republic,1,73,26.3,873
9093,Peru,0,72,26.7,874
53743,Venezuela,1,71,26.39,875
44934,Hungary,0,71,27.52,876
6262,Turkey,1,77,25.57,877
27528,Australia,1,72,25.13,878
12791,Ireland,1,75,28.78,879
44190,Paraguay,0,73,26.48,880
2076,Switzerland,1,78,25.61,881
56348,Scotland,0,74,28.22,882
57440,Norway,0,73,24.39,883
69352,Cameroon,2,73,24.48,884
28683,Slovenia,0,73,25.52,885
27333,Finland,1,70,25.61,886
1204,Czech Republic,2,75,26.22,887
52164,Poland,1,76,26.13,888
33931,Portugal,0,81,27.0,889
21175,USA,0,75,26.39,890
39102,Australia,1,72,25.13,891
9586,Austria,0,75,26.52,892
33110,Ecuador,0,72,27.35,893
59007,Scotland,0,74,28.22,894
48159,Hungary,0,71,26.78,895
3729,Norway,2,73,24.39,896
5511,Mexico,3,76,26.13,897
26908,Slovenia,0,73,25.52,898
55098,Wales,0,74,25.96,899
34215,Chile,1,77,26.43,900
66433,Finland,0,70,25.61,901
16332,Australia,1,72,25.13,902
61179,Bulgaria,0,69,25.74,903
29397,Paraguay,1,73,26.48,904
57953,Peru,2,68,24.74,905
58146,Venezuela,1,72,24.13,906
59287,Bolivia,1,65,25.39,907
53408,Romania,1,73,27.52,908
63418,Russia,1,78,27.91,909
36254,Paraguay,0,73,26.48,910
37183,Peru,1,68,24.74,911
40587,Northern Ireland,0,70,27.35,912
67046,Italy,2,80,27.48,913
282,Sweden,1,75,26.65,914
42653,Venezuela,1,72,24.13,915
16743,Czech Republic,0,75,26.22,916
64400,Bolivia,0,65,25.39,917
20123,Hungary,2,71,26.78,918
56456,Romania,1,73,27.52,919
37922,Wales,1,74,25.96,920
69460,Poland,0,76,26.13,921
34776,Ecuador,1,72,27.35,922
6355,Sweden,0,75,26.65,923
1158,Peru,0,68,24.74,924
18425,Turkey,0,78,25.57,925
51573,Venezuela,1,72,24.13,926
27659,Ireland,0,75,28.78,927
7692,Mexico,0,76,26.13,928
65280,Austria,0,75,26.52,929
66458,Switzerland,0,78,25.61,930
51124,Wales,3,74,25.96,931
36787,Czech Republic,0,75,26.22,932
67799,Northern Ireland,0,70,27.35,933
18305,USA,0,75,26.39,934
36508,Chile,2,77,26.43,935
56799,Hungary,3,71,26.78,936
29906,Ireland,1,75,28.78,937
2394,Sweden,0,75,26.65,938
355,Poland,1,76,26.13,939
13907,USA,0,75,26.39,940
59802,Northern Ireland,0,70,27.35,941
2483,Chile,0,77,26.43,942
44789,Ireland,1,75,28.78,943
26678,Hungary,0,71,26.78,944
19138,Italy,2,80,27.48,945
32479,Poland,1,76,26.22,946
16565,Wales,3,74,25.87,947
12799,Italy,1,81,27.52,948
12138,Wales,0,74,25.87,949
39637,France,2,82,26.35,950
65487,Portugal,1,81,26.87,951
63341,Finland,0,70,25.61,952
24982,Russia,0,77,27.65,953
53707,Uruguay,0,78,27.22,954
14725,Belgium,0,81,25.04,955
66109,Bolivia,0,65,25.91,956
7640,Venezuela,0,71,23.74,957
15888,Ecuador,0,73,26.96,958
19998,Italy,1,81,27.52,959
67501,Greece,2,75,25.57,960
16838,Paraguay,2,73,25.52,961
7262,Northern Ireland,0,70,26.87,962
17578,Norway,0,73,24.39,963
4133,Colombia,1,76,24.91,964
11935,Bolivia,0,65,25.91,965
65455,Peru,2,68,24.78,966
64599,Egypt,0,69,26.0,967
43695,Sweden,1,74,26.0,968
22032,Switzerland,2,78,24.7,969
59102,Paraguay,0,73,25.52,970
33061,Venezuela,2,71,23.74,971
25790,Wales,2,74,25.87,972
52301,Bolivia,0,65,25.91,973
9631,Ecuador,3,73,26.96,974
35792,Italy,1,81,27.52,975
13545,Paraguay,0,73,25.52,976
58200,Peru,2,68,24.78,977
18524,Venezuela,0,71,23.74,978
9056,Bulgaria,1,69,25.74,979
37557,Hungary,2,71,25.78,980
7189,Czech Republic,0,75,27.39,981
29620,New Zealand,1,64,23.48,982
59361,Denmark,2,76,25.13,983
8390,Netherlands,0,79,24.26,984
44432,Bulgaria,0,69,25.74,985
27613,Paraguay,1,73,25.52,986
50721,Bolivia,2,65,25.91,987
14901,Peru,1,68,24.78,988
58027,Colombia,2,76,24.91,989
31645,Northern Ireland,0,70,26.87,990
27743,Slovenia,0,73,25.52,991
26104,Venezuela,0,71,23.74,992
69363,Netherlands,1,79,24.26,993
41613,Argentina,0,82,27.3,994
60880,Colombia,0,76,24.91,995
60966,Peru,4,68,24.78,996
29036,Ecuador,1,73,26.96,997
66480,Bolivia,0,65,25.91,998
42341,Norway,1,73,24.39,999
21702,Scotland,0,74,28.09,1000
49754,Sweden,1,74,26.0,1001
17137,Romania,0,73,27.39,1002
53711,Ireland,1,75,28.22,1003
66524,Slovenia,1,73,25.52,1004
34855,Colombia,0,76,24.91,1005
14784,Bolivia,1,65,25.91,1006
7750,Chile,3,77,27.52,1007
4803,Czech Republic,1,75,27.39,1008
51220,Venezuela,0,71,23.74,1009
52091,England,2,80,24.22,1010
53408,Ivory Coast,0,76,26.0,1011
31536,Italy,0,81,27.52,1012
56216,Peru,0,68,24.78,1013
22924,Romania,0,73,27.39,1014
11598,Sweden,1,74,26.0,1015
21093,Colombia,0,76,24.91,1016
33695,Cameroon,2,70,24.3,1017
58041,England,0,82,25.39,1018
19698,Canada,1,68,27.0,1019
44186,Chile,0,79,28.65,1020
59265,Bolivia,0,68,29.09,1021
22831,Ecuador,1,74,27.22,1022
2867,Uruguay,1,80,27.22,1023
26355,Peru,2,69,25.22,1024
42811,Wales,0,76,26.57,1025
16825,Ivory Coast,2,76,24.74,1026
47763,Finland,0,71,26.48,1027
44927,Greece,1,75,25.57,1028
39689,Bulgaria,2,70,26.7,1029
27054,Hungary,0,72,26.35,1030
58232,Northern Ireland,2,71,27.52,1031
63156,Romania,0,73,26.48,1032
27872,Slovenia,0,74,26.87,1033
8009,Finland,1,71,26.48,1034
44024,Bolivia,2,68,29.09,1035
50825,Paraguay,0,75,28.39,1036
35177,Venezuela,1,74,24.26,1037
33316,Ecuador,0,74,27.22,1038
36265,France,0,84,25.78,1039
55519,Netherlands,1,80,25.3,1040
33384,Peru,2,69,25.22,1041
43764,Sweden,3,75,25.61,1042
52006,Russia,3,77,26.17,1043
46237,Ireland,1,75,28.22,1044
29863,Paraguay,0,75,28.09,1045
37386,Venezuela,1,72,23.04,1046
30227,Ireland,3,75,28.22,1047
16751,Ivory Coast,0,76,24.74,1048
67453,Czech Republic,1,75,25.3,1049
14801,Hungary,0,72,25.74,1050
43830,Denmark,1,78,24.83,1051
53751,Uruguay,0,80,28.09,1052
6584,Colombia,2,78,26.61,1053
6498,Venezuela,1,72,23.04,1054
34977,Peru,1,70,24.7,1055
16516,Argentina,1,83,27.7,1056
5380,Russia,1,76,26.48,1057
56817,Sweden,2,76,25.74,1058
6922,Norway,1,73,24.91,1059
14218,Romania,1,73,26.52,1060
63722,Scotland,2,74,27.61,1061
49413,Ireland,1,75,28.22,1062
25391,USA,1,75,26.91,1063
62378,Australia,0,72,25.61,1064
56179,Cameroon,0,71,24.3,1065
31046,England,2,82,24.91,1066
42671,Norway,1,73,24.91,1067
5580,Romania,3,73,26.52,1068
20206,Cameroon,0,71,24.3,1069
22504,Mexico,2,78,27.26,1070
18289,Australia,2,72,25.61,1071
25160,Russia,0,76,26.48,1072
15459,Cameroon,1,71,24.3,1073
25051,Chile,1,79,28.87,1074
64492,Russia,1,76,26.48,1075
2090,Australia,1,72,25.61,1076
48157,Cameroon,1,71,24.3,1077
32636,Chile,0,79,28.87,1078
14314,Mexico,1,78,27.26,1079
68044,Paraguay,1,75,28.09,1080
69314,Chile,0,79,28.87,1081
14230,Mexico,1,78,27.26,1082
66604,Ecuador,0,74,27.48,1083
29498,Bulgaria,3,70,26.39,1084
30929,Paraguay,3,75,28.09,1085
9724,Netherlands,0,81,25.3,1086
9077,Bolivia,1,67,27.61,1087
28809,Uruguay,0,79,27.91,1088
17412,Venezuela,0,72,23.04,1089
41781,Czech Republic,1,75,25.3,1090
14722,Denmark,4,78,24.83,1091
12380,Italy,0,83,26.09,1092
18239,Wales,1,76,25.87,1093
22082,Greece,1,76,25.7,1094
60288,Hungary,0,72,25.74,1095
28219,Bulgaria,1,70,26.39,1096
30936,Norway,0,73,24.91,1097
64868,Northern Ireland,2,71,27.52,1098
14929,Venezuela,1,72,23.04,1099
63256,Bolivia,1,67,27.61,1100
24496,Colombia,1,78,26.61,1101
33188,Peru,2,70,24.7,1102
50634,Paraguay,1,75,28.09,1103
61859,Peru,0,71,25.91,1104
2723,Bolivia,0,67,26.96,1105
16720,Ecuador,1,73,28.7,1106
48572,Paraguay,2,74,27.74,1107
16810,Slovenia,0,74,27.22,1108
70196,Northern Ireland,1,71,28.52,1109
62078,Venezuela,0,72,24.17,1110
19578,Iceland,3,72,27.78,1111
39110,Bulgaria,0,70,28.17,1112
58383,Hungary,2,72,27.52,1113
30363,Romania,1,73,26.52,1114
45476,Northern Ireland,0,71,28.52,1115
35872,Scotland,2,74,28.83,1116
28353,Finland,2,71,27.04,1117
47630,Ireland,1,75,29.65,1118
51365,Chile,0,79,29.78,1119
41843,Ecuador,1,73,28.7,1120
58982,Sweden,0,76,26.61,1121
14126,Venezuela,1,72,24.17,1122
7818,Peru,1,71,25.91,1123
6188,Switzerland,0,78,26.87,1124
23549,Bolivia,2,67,26.96,1125
12060,Iceland,1,72,27.78,1126
49913,Northern Ireland,0,71,29.04,1127
2048,Romania,2,73,26.52,1128
63952,Scotland,0,74,28.0,1129
26969,Mexico,3,78,27.17,1130
29106,England,0,82,25.57,1131
49591,Wales,0,75,27.17,1132
1946,Poland,0,78,27.09,1133
63135,Saudi Arabia,0,73,28.13,1134
35041,Sweden,1,76,26.57,1135
34284,Ireland,0,75,29.17,1136
1671,New Zealand,0,67,25.39,1137
18588,Russia,0,76,28.0,1138
69513,Northern Ireland,0,71,29.04,1139
7314,Bulgaria,1,70,28.17,1140
70354,Sweden,0,76,26.57,1141
61212,Mexico,1,78,27.17,1142
4401,Austria,2,77,25.35,1143
60940,China,0,70,28.04,1144
51027,England,0,82,25.57,1145
21599,France,2,84,25.65,1146
51764,Ireland,1,75,29.17,1147
53671,USA,1,76,27.48,1148
12947,Romania,0,73,26.52,1149
4221,Russia,3,76,28.0,1150
16060,New Zealand,0,67,25.39,1151
31420,Sweden,1,76,26.57,1152
41331,China,0,70,27.91,1153
44140,Slovenia,0,75,27.26,1154
61477,Colombia,3,79,27.7,1155
24682,Germany,1,85,25.52,1156
19628,Greece,0,76,26.65,1157
35596,Argentina,2,83,27.52,1158
44358,Iceland,0,72,27.78,1159
12324,Netherlands,0,80,25.43,1160
68096,Australia,1,73,26.7,1161
52692,Egypt,1,72,27.57,1162
46371,Russia,0,76,28.0,1163
4534,Ireland,0,75,28.43,1164
34653,Czech Republic,0,74,25.17,1165
40506,New Zealand,0,68,24.61,1166
40439,Sweden,1,76,26.57,1167
12538,China,1,70,27.91,1168
11492,Netherlands,3,80,25.43,1169
1874,Wales,0,75,26.48,1170
14891,Australia,0,73,26.7,1171
31668,Saudi Arabia,0,73,28.13,1172
43185,Chile,0,78,29.26,1173
10575,England,1,82,24.65,1174
58957,Brazil,1,85,27.35,1175
32000,Egypt,0,72,27.57,1176
9255,Hungary,0,72,27.52,1177
68054,Iceland,1,72,27.78,1178
12076,Romania,1,73,27.87,1179
58063,Russia,1,76,28.0,1180
10854,Argentina,1,83,27.52,1181
45962,Paraguay,0,74,27.61,1182
47834,Saudi Arabia,2,73,28.17,1183
